codigo;razao_10mais_40menos_2000;razao_20mais_40menos_2000;indigentes_2000;pobres_2000;idhm_renda_2003;idhm_edu_2003
2923209;59,637;41,075;70,214;88,133;0,477;0,775
2923308;8,858;6,981;57,469;83,465;0,486;0,728
2923357;22,417;15,187;66,834;87,662;0,476;0,607
2923407;68,52;40,053;67,108;87,847;0,552;0,682
2923506;24,885;16,308;47,705;77,078;0,562;0,782
2923605;59,756;33,457;46,654;73,813;0,523;0,735
2923704;102,95;72,549;74,349;89,16;0,423;0,77
2923803;12,508;9,203;50,475;76,865;0,531;0,667
2923902;17,834;12,588;53,417;81,867;0,53;0,683
2924009;28,077;19,218;36,894;60,911;0,63;0,795
2924058;22,149;16,175;64,45;86,655;0,476;0,762
2924108;18,541;13,2;67,752;90,472;0,462;0,752
2924207;13,72;10,336;63,712;90,113;0,433;0,561
2924306;37,366;27,061;65,319;81,4;0,49;0,731
2924405;;;76,138;89,434;0,413;0,615
2924504;28,206;20,313;56,853;77,957;0,504;0,7
2924603;63,64;42,851;63,816;85,115;0,501;0,713
2924652;22,393;16,042;56,249;79,263;0,511;0,724
2924678;13,153;9,522;64,257;89,688;0,459;0,661
2924702;12,727;10,077;50,3;80,672;0,492;0,709
2924801;19,982;13,242;54,372;81,837;0,523;0,729
2924900;14,824;10,996;60,058;83,615;0,491;0,606
2925006;15,924;10,958;42,965;72,785;0,527;0,656
2925105;27,723;18,177;50,856;77,472;0,548;0,686
2925204;15,772;11,455;34,123;60,23;0,595;0,85
2925253;30,185;20,6;68,548;88,912;0,456;0,717
2925303;29,127;18,472;28,452;57,36;0,651;0,783
2925402;10,102;7,577;54,489;83,614;0,474;0,683
2925501;40,5;23,838;42,259;69,867;0,616;0,738
2925600;28,002;18,943;50,316;77,007;0,527;0,765
2925709;17,756;13,655;66,059;85,481;0,48;0,61
2925758;16,714;11,862;55,364;81,135;0,509;0,681
2925808;21,279;14,33;58,289;84,773;0,506;0,746
2925907;92,047;62,819;77,373;90,193;0,442;0,614
2925931;23,882;18,304;60,687;83,96;0,475;0,715
2925956;22,066;16,418;70,33;89,408;0,45;0,664
2926004;31,431;20,919;50,673;76,686;0,536;0,698
2926103;23,459;14,446;49,925;78,558;0,549;0,77
2926202;35,029;25,433;66,931;87,599;0,446;0,678
2926301;17,795;11,966;44,269;72,321;0,548;0,764
2926400;36,039;23,716;66,961;88,017;0,483;0,723
2926509;11,087;8,049;61,461;89,832;0,469;0,615
2926608;27,818;18,101;52,681;77,349;0,555;0,731
2926657;9,258;6,7;48,364;84,889;0,495;0,614
2926707;21,177;14,487;48,589;76,543;0,538;0,729
2926806;230,228;160,083;69,339;85,002;0,481;0,674
2926905;20,36;14,612;53,552;77,096;0,543;0,691
2927002;21,233;14,071;50,662;78,92;0,535;0,716
2927101;18,075;12,575;39,848;68,246;0,577;0,774
2927200;29,812;20,2;61,067;81,894;0,516;0,737
2927309;17,784;13,088;51,284;81,207;0,509;0,86
2927408;35,026;22,881;20,778;43,419;0,746;0,924
2927507;15,576;11,004;58,85;86,22;0,496;0,725
2927606;77,763;54,812;71,919;91,895;0,433;0,637
2927705;31,56;19,944;32,891;65,626;0,625;0,748
2927804;8,929;6,599;50,498;82,419;0,505;0,67
2927903;14,123;9,7;39,85;77,072;0,543;0,73
2928000;28,287;17,158;47,31;78,162;0,566;0,732
2928059;8,703;6,696;51,926;84,213;0,482;0,68
2928109;57,807;38,594;60,926;78,529;0,535;0,771
2928208;35,423;23,766;63,961;82,101;0,538;0,727
2928307;18,049;12,748;64,3;87,641;0,475;0,74
2928406;87,307;56,328;75,129;87,396;0,493;0,763
2928505;10,465;7,88;57,628;86,22;0,489;0,686
2928604;16,284;11,197;33,874;68,115;0,576;0,827
2928703;20,348;13,441;32,142;58,793;0,617;0,828
2928802;19,721;13,57;52,878;77,904;0,524;0,737
2928901;21,32;15,735;53,88;75,176;0,509;0,665
2928950;8,456;6,247;38,501;76,523;0,523;0,752
2929008;25,375;16,463;45,662;74,457;0,559;0,774
2929057;19,562;13,711;46,299;73,067;0,545;0,813
2929107;17,978;12,063;47,356;78,565;0,544;0,737
2929206;30,277;20,408;44,689;69,483;0,589;0,863
2929255;71,74;41,556;58,952;81,756;0,551;0,735
2929305;19,094;12,467;42,879;75,945;0,561;0,798
2929354;11,445;8,505;55,437;83,942;0,493;0,728
2929370;14,937;11,393;50,906;81,435;0,485;0,679
2929404;13,867;9,667;43,883;76,64;0,54;0,728
2929503;17,669;12,231;34,214;62,906;0,579;0,832
2929602;20,525;13,868;52,254;79,054;0,537;0,784
2929701;35,192;25,448;80,522;93,833;0,427;0,638
2929750;10,066;7,317;29,559;66,848;0,558;0,812
2929800;24,395;17,55;59,451;85,17;0,504;0,718
2929909;41,257;26,67;55,333;75,064;0,559;0,785
2930006;16,418;11,553;55,468;79,735;0,518;0,718
2930105;37,674;23,181;40,732;64,532;0,629;0,821
2930154;49,082;33,392;66,103;88,404;0,458;0,738
2930204;26,206;17,448;58,022;84,591;0,486;0,714
2930303;26,512;18,17;63,401;85,382;0,495;0,746
2930402;16,955;12,499;61,624;83,422;0,487;0,709
2930501;28,392;19,093;54,334;75,396;0,547;0,763
2930600;30,803;21,433;58,978;83,211;0,514;0,71
2930709;23,193;15,315;33,152;60,119;0,608;0,887
2930758;46,76;33,437;72,761;88,911;0,432;0,729
2930766;13,85;9,791;51,062;80,549;0,542;0,607
2930774;25,713;16,949;38,325;64,465;0,592;0,821
2930808;30,3;21,48;56,297;81,467;0,496;0,746
2930907;41,578;30,371;70,371;86,194;0,475;0,651
2931004;17,952;11,349;39,024;76,16;0,57;0,729
2931053;55,44;40,097;66,731;85,249;0,486;0,663
2931103;28,326;18,25;44,469;75;0,556;0,787
2931202;24,705;16,68;65,039;85,092;0,499;0,694
2931301;13,913;9,312;49,462;85,085;0,509;0,695
2931350;28,381;18,142;28,845;57,582;0,656;0,794
2931400;13,782;9,829;54,285;82,862;0,516;0,759
2931509;38,541;24,268;61,655;82,71;0,516;0,676
2931608;20,896;14,711;68,925;91,041;0,458;0,652
2931707;15,289;11,052;50,316;79,959;0,512;0,836
2931806;39,292;25,804;70,553;85,92;0,502;0,649
2931905;20,677;14,485;60,986;85,64;0,492;0,666
2932002;17,811;12,27;55,64;84,5;0,512;0,748
2932101;13,978;9,812;48,982;82,573;0,519;0,692
2932200;20,208;13,768;51,605;80,864;0,54;0,75
2932309;26,607;17,358;53,048;79,156;0,554;0,73
2932408;20,045;14,957;49,812;75,49;0,534;0,772
2932457;17,834;12,252;59,522;86,297;0,478;0,635
2932507;17,306;11,758;57,928;83,052;0,513;0,679
2932606;22,374;14,328;45,821;73,204;0,545;0,743
2932705;15,076;10,908;53,434;80,37;0,513;0,707
2932804;17,305;12,576;60,524;82,773;0,504;0,723
2932903;24,407;15,555;41,504;70,753;0,588;0,758
2933000;19,141;12,594;45,922;76,775;0,555;0,759
2933059;35,024;25,319;67,72;85,683;0,475;0,691
2933109;20,049;14,508;54,6;78,683;0,526;0,752
2933158;15,569;11,215;57,798;82,648;0,501;0,714
2933174;13,081;9,814;51,014;85,942;0,5;0,715
2933208;31,955;20,62;43,686;69,459;0,596;0,826
2933257;21,322;14,997;53,452;80,298;0,52;0,663
2933307;27,768;17,793;28,26;55,097;0,661;0,801
2933406;29,058;18,628;58,236;81,8;0,54;0,737
2933455;26,345;16,237;53,428;81,82;0,526;0,666
2933505;11,426;8,456;54,782;87,235;0,476;0,586
2933604;31,7;21,909;61,028;84,299;0,49;0,744
2999919;;;;;;
2999929;;;;;;
2999939;;;;;;
2999949;;;;;;
2300101;33,299;22,846;70,242;86,236;0,486;0,693
2300150;13,213;9,574;49,042;77,348;0,503;0,733
2300200;36,057;22,789;60,214;85,128;0,506;0,673
2300309;83,916;51,598;64,535;83,27;0,524;0,65
2300408;64,361;44,333;76,517;92,414;0,432;0,652
2300507;18,156;12,904;65,779;85,638;0,478;0,712
2300606;44,721;31,278;67,108;87,234;0,484;0,647
2300705;20,568;14,045;46,598;75,948;0,529;0,669
2300754;138,607;88,623;75,013;86,414;0,464;0,72
2300804;26,138;17,344;63,495;87,244;0,491;0,657
2300903;25,163;18,728;67,794;88,673;0,462;0,743
2301000;18,24;11,629;33,509;71,45;0,576;0,726
2301109;22,117;14,842;45,71;70,398;0,554;0,765
2301208;19,997;13,584;59,855;86,034;0,487;0,672
2301257;46,628;33,364;66,883;85,178;0,473;0,689
2301307;85,509;55,617;72,251;88,188;0,467;0,638
2301406;19,325;13,358;68,616;90,404;0,46;0,713
2301505;26,807;19,496;69,958;89,946;0,453;0,693
2301604;29,996;20,144;74,636;89,697;0,47;0,613
2301703;13,801;10,435;58,651;84,138;0,482;0,686
2301802;19,196;13,686;66,478;87,639;0,476;0,729
2301851;33,633;22,396;62,818;82,912;0,511;0,675
2301901;25,531;16,409;53,079;79,392;0,567;0,781
2301950;18,269;12,991;60,789;84,069;0,494;0,726
2302008;16,456;11,348;50,737;81,926;0,517;0,729
2302057;15,762;10,676;65,229;88,121;0,457;0,626
2302107;28,705;18,133;49,065;76,988;0,551;0,742
2302206;26,557;17,088;52,694;82,291;0,507;0,71
2302305;18,998;13,554;65,245;87,585;0,461;0,703
2302404;45,51;29,253;65,541;85,864;0,51;0,664
2302503;29,671;19,294;50,084;74,664;0,564;0,719
2302602;32,75;20,29;56,491;81,402;0,541;0,715
2302701;41,237;24,592;53,013;77,279;0,577;0,692
2302800;31,043;21,11;63,316;83,823;0,498;0,699
2302909;35,111;26,644;63,38;87,096;0,446;0,724
2303006;18,75;12,958;58,202;85,495;0,476;0,675
2303105;25,745;17,461;68,377;89,881;0,476;0,69
2303204;25,138;17,597;72,2;89,099;0,463;0,691
2303303;69,674;48,651;68,51;85,537;0,471;0,674
2303402;39,736;26,491;68,405;87,18;0,496;0,703
2303501;29,695;18,15;46;75,56;0,566;0,718
2303600;33,433;23,824;68,399;87,554;0,444;0,68
2303659;23,115;17,121;66,277;87,628;0,449;0,723
2303709;18,143;12,393;35,81;64,394;0,584;0,815
2303808;23,095;15,316;52,92;80,056;0,534;0,704
2303907;32,251;20,447;68,313;85,813;0,48;0,686
2303931;34,091;24,56;75,185;90,63;0,436;0,677
2303956;15,353;10,407;52,327;80,325;0,509;0,725
2304004;14,472;10,364;61,512;88,148;0,468;0,624
2304103;27,214;17,399;47,066;74,08;0,574;0,721
2304202;34,373;21,966;41,271;67,814;0,628;0,806
2304236;30,667;20,185;73,434;90,612;0,441;0,673
2304251;24,322;15,965;62,071;87,549;0,489;0,732
2304269;24,735;16,857;59,638;82,72;0,51;0,671
2304277;21,284;15,216;63,335;84,366;0,499;0,669
2304285;29,78;18,916;43,66;73,438;0,553;0,791
2304301;22,614;16,477;62,503;82,108;0,488;0,72
2304350;24,381;16,219;53,595;77,29;0,528;0,699
2304400;33,015;21,44;20,827;46,004;0,729;0,884
2304459;19,288;13,15;55,635;79,376;0,544;0,706
2304509;36,565;25,367;66,925;88,651;0,483;0,656
2304608;33,057;21,971;68,361;91,287;0,452;0,701
2304657;20,988;15,019;69,657;90,429;0,434;0,644
2304707;23,767;16,093;71,949;91,79;0,442;0,559
2304806;323,573;237,042;75,993;89,993;0,435;0,673
2304905;21,596;15,495;58,785;80,914;0,514;0,715
2304954;12,281;9,016;52,608;82,179;0,485;0,722
2305001;19,178;12,816;57,789;84,591;0,501;0,694
2305100;12,285;8,575;51,303;81,539;0,501;0,732
2305209;36,098;24,934;63,276;82,204;0,488;0,714
2305233;24,313;14,854;35,491;71,232;0,58;0,751
2305266;14,3;10,908;63,432;87,759;0,463;0,669
2305308;23,791;16,044;59,222;82,366;0,503;0,74
2305332;25,431;18,136;61,155;83,401;0,477;0,718
2305357;12,659;9,308;44,318;72,461;0,525;0,718
2305407;31,996;21,358;58,817;80,16;0,518;0,67
2305506;21,557;14,297;34,379;61,881;0,61;0,739
2305605;21,217;14,045;49,789;78,415;0,538;0,701
2305654;22,102;15,639;69,776;91,613;0,442;0,669
2305704;29,024;18,889;61,469;84,214;0,511;0,766
2305803;22,901;14,986;53,475;79,776;0,535;0,706
2305902;23,309;15,998;67,025;87,084;0,475;0,7
2306009;39,283;25,626;53,253;74,972;0,555;0,735
2306108;28,709;20,588;63,243;85,032;0,463;0,692
2306207;17,828;12,89;54,541;78,628;0,502;0,77
2306256;12,989;9,267;37,542;71,365;0,536;0,795
2306306;25,321;16,489;54,648;79,489;0,527;0,712
2306405;38,165;25,191;61,87;81,072;0,511;0,743
2306504;88,523;57,148;69,972;87,624;0,48;0,698
2306553;27,445;18,853;64,871;87,028;0,465;0,671
2306603;89,589;61,161;74,374;90,417;0,437;0,623
2306702;19,063;13,15;51,258;78,69;0,518;0,694
2306801;16,277;11,621;50,046;77,615;0,522;0,714
2306900;29,48;18,427;50,53;77,132;0,572;0,721
2307007;22,512;15,512;49,343;78,559;0,517;0,702
2307106;51,979;35,221;72,4;88,611;0,473;0,749
2307205;20,129;13,243;56,374;78,843;0,526;0,725
2307254;35,543;22,845;58,299;80,189;0,526;0,689
2307304;23,936;15,225;36,69;66,886;0,606;0,773
2307403;33,339;23,555;68,598;87,129;0,471;0,705
2307502;36,04;25,236;68,22;84,139;0,483;0,711
2307601;22,012;14,361;36,431;68,21;0,588;0,763
2307635;26,521;18,511;66,632;85,463;0,49;0,712
2307650;13,763;9,739;27;58,149;0,585;0,863
2307700;16,63;11,24;40,458;70,633;0,55;0,787
2307809;26,533;17,299;63,712;82,5;0,502;0,692
2307908;32,068;22,638;68,764;86,815;0,462;0,667
2308005;22,14;15,634;60,415;85,774;0,48;0,637
2308104;28,167;18,3;62,261;85,686;0,513;0,698
2308203;23,307;15,574;58,572;81,046;0,503;0,742
2308302;42,78;28,013;63,36;84,574;0,502;0,717
2308351;17,538;12,364;56,549;85,517;0,507;0,716
2308377;90,006;60,867;76,178;92,32;0,426;0,642
2308401;33,419;21,459;60,911;83,973;0,535;0,696
2308500;112,176;71,885;70,387;88,683;0,494;0,641
2308609;28,894;20,651;67,906;87,879;0,461;0,708
2308708;17,025;11,62;46,905;77,755;0,556;0,705
2308807;19,417;13,896;69,865;90,459;0,441;0,678
2308906;49,504;31,936;71,726;89,509;0,472;0,697
2309003;25,47;16,874;66,734;87,244;0,5;0,688
2309102;28,927;18,472;55,831;81,121;0,517;0,708
2309201;35,888;23,576;59,831;81,334;0,527;0,725
2309300;28,588;18,186;54,949;79,824;0,547;0,698
2309409;25,252;18,007;60,614;80,937;0,501;0,63
2309458;28,706;19,93;68,887;91,829;0,447;0,687
2309508;19,898;14,222;56,291;82,466;0,501;0,717
2309607;16,482;11,337;38,161;70,934;0,551;0,775
2309706;12,587;9,079;34,378;66,251;0,542;0,843
2309805;18,649;12,495;53,75;82,006;0,501;0,728
2309904;18,37;13,776;57,125;83,276;0,496;0,721
2310001;27,586;19,055;62,084;86,365;0,478;0,737
2310100;27,049;19,645;63,27;85,232;0,489;0,729
2310209;28,888;19,864;56,052;82,209;0,508;0,753
2310258;20,675;14,141;53,078;81,147;0,513;0,76
2310298;;;;;;
2310308;20,076;13,553;65,908;88,585;0,478;0,629
2310407;55,221;36,414;74,219;90,406;0,449;0,675
2310506;31,976;21,718;60,071;84,143;0,508;0,632
2310605;16,863;11,672;51,779;79,016;0,528;0,782
2310704;21,409;14,361;52,917;82,254;0,515;0,732
2310803;80,113;52,737;73,461;90,308;0,481;0,709
2310852;22,472;14,116;46,277;78,318;0,548;0,735
2310902;99,061;68,686;65,548;86,126;0,488;0,694
2310951;22,551;15,563;65,055;88,036;0,468;0,674
2311009;89,329;59,827;72,25;87,215;0,466;0,65
2311108;18,961;12,797;55,393;81,632;0,516;0,704
2311207;20,865;14,42;61,951;83,813;0,501;0,597
2311231;59,164;43,683;66,963;83,911;0,485;0,678
2311264;16,122;11,985;61,181;83,876;0,487;0,657
2311306;25,907;17,464;52,34;75,619;0,543;0,733
2311355;39,82;27,818;67,383;85,704;0,474;0,602
2311405;28,292;19,269;58,981;81,004;0,516;0,704
2311504;13,827;9,877;50,07;81,369;0,51;0,691
2311603;16,043;11,368;48,988;78,001;0,5;0,75
2311702;15,7;10,815;55,176;81,804;0,499;0,692
2311801;17,286;11,807;37,759;68,102;0,558;0,754
2311900;125,708;81,84;76,867;92,06;0,444;0,622
2311959;16,905;12,177;70,302;90,257;0,442;0,583
2312007;44,56;27,477;67,834;88,855;0,502;0,673
2312106;64,221;42,832;70,532;90,237;0,454;0,681
2312205;44,705;29,037;62,668;82,514;0,508;0,707
2312304;32,277;20,435;58,844;83,426;0,525;0,7
2312403;19,848;13,358;51,341;81,83;0,506;0,737
2312502;21,428;13,865;44,73;73,96;0,559;0,74
2312601;25,833;16,086;49,342;82,222;0,542;0,759
2312700;24,63;16,245;53,744;78,362;0,549;0,687
2312809;16,79;12,923;66,679;88,117;0,445;0,659
2312908;26,368;16,907;36,629;67,925;0,611;0,763
2313005;14,324;10,4;53,163;80,344;0,51;0,727
2313104;19,408;13,269;48,419;71,032;0,577;0,736
2313203;24,596;18,156;69,496;89,019;0,45;0,696
2313252;131,508;97,82;76,139;92,266;0,413;0,681
2313302;23,047;14,969;51,761;79,728;0,551;0,684
2313351;104,96;66,168;75,143;92,34;0,448;0,72
2313401;20,732;13,807;50,561;77,017;0,529;0,696
2313500;21,149;14,71;68,803;88,115;0,461;0,714
2313559;36,374;24,9;70,087;89,946;0,446;0,668
2313609;18,519;11,945;41,427;75,507;0,555;0,715
2313708;108,765;71,523;76,819;90,625;0,468;0,722
2313757;32,1;22,018;67,38;89,873;0,451;0,668
2313807;11,457;8,295;50,122;80,064;0,496;0,714
2313906;29,322;19,516;74,596;92,895;0,449;0,631
2313955;18,908;13,173;54,065;80,877;0,525;0,711
2314003;37,292;25,597;60,413;83,878;0,506;0,702
2314102;30,694;20,63;74,682;90,706;0,45;0,636
2399919;;;;;;
2399929;;;;;;
2399939;;;;;;
5300108;32,75;22,317;9,725;24,564;0,842;0,935
3200102;17,667;12,007;23,139;52,271;0,643;0,769
3200136;17,543;12,177;25,409;53,166;0,63;0,787
3200169;20,256;13,45;39,187;71,05;0,583;0,767
3200201;20,06;13,418;22,278;51,886;0,671;0,818
3200300;18,311;12,403;20,654;48,129;0,655;0,823
3200359;16,947;11,722;26,976;58,776;0,634;0,765
3200409;17,747;12,162;20,413;45,424;0,679;0,891
3200508;19,69;12,745;26,628;62,332;0,639;0,797
3200607;24,588;16,289;20,356;43,395;0,695;0,885
3200706;14,607;10,065;21,318;51,202;0,633;0,818
3200805;12,163;8,773;20,226;44,139;0,646;0,824
3200904;19,886;13,026;22,739;51,287;0,645;0,794
3201001;29,736;18,068;33,121;61,243;0,631;0,81
3201100;12,001;8,353;12,995;40,009;0,665;0,86
3201159;26,543;16,452;20,816;53,304;0,646;0,692
3201209;16,108;10,969;11,862;31,18;0,711;0,867
3201308;14,414;10,21;16,235;39,36;0,669;0,878
3201407;16,394;10,991;14,182;35,293;0,702;0,828
3201506;18,118;12,112;12,4;33,62;0,709;0,847
3201605;24,24;15,251;32,838;63,111;0,617;0,81
3201704;13,972;9,578;22,083;49,735;0,641;0,785
3201803;7,278;5,686;24,577;63,302;0,582;0,756
3201902;22,108;14,327;20,978;46,468;0,675;0,793
3202009;15,769;10,329;12,175;36,879;0,689;0,858
3202108;23,798;15,265;39,82;71,681;0,612;0,793
3202207;17,371;11,94;15,663;40,591;0,68;0,842
3202256;;;;;;
3202306;22,794;14,981;17,637;46,297;0,693;0,808
3202405;22,318;14,722;13,454;40,834;0,712;0,872
3202454;12,133;8,244;8,789;47,118;0,67;0,735
3202504;25,033;16,171;14,666;41,593;0,715;0,865
3202553;20,183;12,498;21,345;57,397;0,636;0,707
3202603;41,633;24,603;18,922;41,062;0,732;0,83
3202652;10,63;7,58;10,49;35,597;0,658;0,741
3202702;15,36;10,708;20,335;48,031;0,662;0,811
3202801;14,239;9,638;19,967;53,079;0,614;0,792
3202900;14,99;10,521;21,574;44,726;0,662;0,808
3203007;18,539;11,738;17,163;42,437;0,679;0,749
3203056;16,971;11,281;17,073;53,154;0,644;0,793
3203106;18,5;12,03;20,66;51,125;0,658;0,81
3203130;13,079;9,394;12,626;36,303;0,684;0,879
3203163;18,954;12,796;31,244;57,782;0,628;0,789
3203205;23,732;15,252;16,104;43,716;0,7;0,852
3203304;18,353;12,082;26,823;59,666;0,627;0,76
3203320;24,804;15,989;23,314;52,046;0,678;0,839
3203346;17,134;11,267;11,405;38,713;0,692;0,809
3203353;12,088;8,533;15,855;43,975;0,648;0,824
3203403;19,752;13,167;24,149;59,082;0,645;0,814
3203502;33,308;21,255;36,911;67,246;0,663;0,796
3203601;20,983;13,902;43,089;75,108;0,57;0,776
3203700;25,929;15,847;14,246;45,591;0,685;0,758
3203809;20,037;13,642;23,68;52,041;0,667;0,819
3203908;21,272;13,996;19,488;47,125;0,673;0,837
3204005;37,286;22,972;44,142;67,193;0,613;0,752
3204054;17,047;11,666;26,251;59,114;0,598;0,787
3204104;18,536;12,209;26,802;62,485;0,621;0,801
3204203;20,432;13,248;14,124;42,734;0,691;0,854
3204252;28,321;17,039;37,63;70,679;0,604;0,791
3204302;30,876;18,822;40,474;72,06;0,606;0,761
3204351;18,424;12,356;18,296;45,848;0,668;0,788
3204401;17,99;11,947;16,911;48,571;0,658;0,814
3204500;19,036;12,789;37,36;63,232;0,609;0,772
3204559;28,093;17,463;26,569;44,863;0,666;0,753
3204609;18,62;12,599;9,744;37,261;0,708;0,827
3204658;17,354;12,275;29,745;53,267;0,626;0,805
3204708;17,596;11,811;16,834;41,523;0,689;0,806
3204807;16,967;10,902;15,927;48,228;0,662;0,817
3204906;25,292;16,221;19,073;47,509;0,68;0,843
3204955;11,336;7,95;16,721;42,08;0,658;0,822
3205002;15,767;11,152;15,489;37,591;0,683;0,896
3205010;16,419;10,744;22,672;58,44;0,621;0,765
3205036;14,033;9,313;14,488;45,693;0,653;0,786
3205069;19,595;12,858;12,143;32,577;0,724;0,847
3205101;11,333;8,269;16,964;42,575;0,635;0,874
3205150;9,867;7,38;21,04;52,583;0,602;0,787
3205176;20,126;13,31;24,392;50,918;0,649;0,771
3205200;20,112;13,92;9,124;23,851;0,79;0,928
3205309;28,258;19,957;10,183;23,605;0,858;0,948
3299919;;;;;;
3299929;;;;;;
5200050;13,054;9,178;12,287;43,319;0,662;0,854
5200100;17,21;11,291;21,661;54,747;0,628;0,797
5200134;21,296;13,512;13,954;36,762;0,694;0,845
5200159;17,819;12,682;23,337;59,142;0,625;0,794
5200175;62,502;37;37,529;64,845;0,601;0,763
5200209;19,254;12,527;13,146;41,162;0,681;0,841
5200258;10,254;7,53;15,898;39,878;0,61;0,815
5200308;18,131;11,772;22,887;55,952;0,629;0,796
5200506;17,544;12,237;13,697;44,466;0,678;0,826
5200555;16,412;12,296;22,031;52,046;0,638;0,859
5200605;21,665;14,198;18,653;48,081;0,66;0,838
5200803;24,584;15,688;32,976;63,365;0,61;0,792
5200829;26,259;17,643;59,192;81,225;0,523;0,783
5200852;33,391;19,082;24,933;58,396;0,661;0,808
5200902;17,323;11,425;19,672;49,865;0,638;0,828
5201108;18,967;12,528;11,4;31,29;0,721;0,889
5201207;6,998;5,767;9,475;33,744;0,649;0,952
5201306;20,935;12,916;17,399;44,564;0,672;0,84
5201405;10,821;7,76;10,208;31,768;0,659;0,88
5201454;9,016;6,786;9,089;33,87;0,672;0,815
5201504;30,83;17,93;9,266;37,082;0,709;0,813
5201603;11,968;8,366;19,897;53,121;0,618;0,808
5201702;15,362;10,144;15,282;41,302;0,647;0,867
5201801;11,96;8,393;15,686;49,308;0,656;0,828
5202155;30,031;17,971;21,923;54,588;0,668;0,767
5202353;11,715;8,449;17,998;49,154;0,63;0,816
5202502;15,53;10,119;13,878;44,286;0,652;0,792
5202601;15,854;10,889;22,743;56,269;0,635;0,834
5202809;48,477;26,716;19,459;54,796;0,674;0,8
5203104;19,633;12,63;28,781;59,854;0,593;0,79
5203203;12,055;7,98;20,356;59,022;0,602;0,796
5203302;10,019;7,176;12,304;35,098;0,657;0,833
5203401;19,983;12,625;21,677;52,721;0,637;0,827
5203500;20,227;12,858;13,028;41,362;0,688;0,836
5203559;13,719;9,388;14,481;46,563;0,654;0,806
5203575;15,068;10,141;31,55;66,214;0,607;0,802
5203609;8,887;6,426;17,891;49,626;0,617;0,834
5203807;11,249;8,116;13,098;47,141;0,638;0,813
5203906;15,095;10,442;11,688;40,854;0,68;0,845
5203939;6,956;5,149;20,728;56,401;0,618;0,849
5203962;90,921;65,895;57,582;79,75;0,479;0,719
5204003;20,778;13,57;29,047;60,176;0,608;0,8
5204102;21,748;13,163;12,422;41,874;0,695;0,813
5204201;14,314;9,05;16,553;48,716;0,632;0,814
5204250;22,962;14,789;21,885;46,032;0,676;0,818
5204300;18,952;11,898;7,111;30,98;0,711;0,856
5204409;18,337;11,762;19,719;48,86;0,647;0,786
5204508;23,041;14,451;8,325;28,121;0,751;0,905
5204557;16,154;11,085;15,988;46,065;0,672;0,828
5204607;16,588;11,188;20,808;54,585;0,618;0,802
5204656;14,238;10,55;31,642;63,497;0,592;0,804
5204706;17,098;11,156;25,85;55,562;0,628;0,817
5204805;26,39;15,802;10,14;32,419;0,722;0,88
5204854;;;;;;
5204904;24,436;15,428;33,058;64,42;0,607;0,8
5204953;32,183;19,817;36,528;66,405;0,601;0,841
5205000;14,901;10,08;20,45;52,542;0,634;0,817
5205059;26,315;15,959;15,577;44,691;0,665;0,772
5205109;16,346;10,834;8,955;26,25;0,727;0,908
5205208;10,901;7,998;17,067;50,225;0,628;0,806
5205307;28,535;18,914;56,914;81,031;0,527;0,603
5205406;22,12;14,291;13,924;36,695;0,711;0,874
5205455;14,459;9,579;13,058;45,164;0,642;0,874
5205471;38,922;21,634;5,671;22,406;0,765;0,908
5205497;13,607;9,846;12,306;26,556;0,7;0,915
5205513;16,258;11,135;27,891;57,276;0,596;0,78
5205521;24,609;16,882;41,329;70,288;0,58;0,794
5205703;13,427;10,04;20,97;50,959;0,623;0,843
5205802;23,371;14,646;29,834;59,444;0,635;0,782
5205901;15,48;9,968;16,626;38,923;0,671;0,87
5206206;23,847;15,437;18,985;49,768;0,674;0,825
5206305;14,201;9,575;7,7;36,58;0,696;0,886
