cod_mun;cod_escola;zona;esfera;horas_aula_9ano_2019
3106200;31005614;Urbana;Privada;4,5
3106200;31005622;Urbana;Privada;4,5
3106200;31005673;Urbana;Privada;5,3
3106200;31005789;Urbana;Privada;4,5
3106200;31005797;Urbana;Privada;4,5
3106200;31005835;Urbana;Privada;4,6
3106200;31005916;Urbana;Privada;5,5
3106200;31005975;Urbana;Privada;0,5
3106200;31006009;Urbana;Privada;4,8
3106200;31006092;Urbana;Privada;5,3
3106200;31006157;Urbana;Privada;5,5
3106200;31006165;Urbana;Privada;5,6
3106200;31006220;Urbana;Privada;4,5
3106200;31006238;Urbana;Privada;5
3106200;31006289;Urbana;Privada;4,5
3106200;31006327;Urbana;Privada;4,8
3106200;31006351;Urbana;Privada;8,7
3106200;31006386;Urbana;Privada;5,5
3106200;31006394;Urbana;Privada;5,5
3106200;31006424;Urbana;Privada;4,5
3106200;31006432;Urbana;Privada;4
3106200;31006513;Urbana;Privada;4,8
3106200;31006599;Urbana;Privada;4,5
3106200;31006629;Urbana;Privada;4,7
3106200;31006998;Urbana;Privada;4,5
3106200;31007072;Urbana;Privada;4,5
3106200;31007111;Urbana;Privada;4,7
3106200;31007153;Urbana;Privada;5,4
3106200;31007196;Urbana;Privada;4,7
3106200;31007251;Urbana;Privada;4,5
3106200;31007498;Urbana;Privada;5,4
3106200;31007561;Urbana;Privada;4,5
3106200;31007587;Urbana;Privada;4,6
3106200;31007595;Urbana;Privada;4,4
3106200;31205699;Urbana;Municipal;4,5
3106200;31210102;Urbana;Privada;4,7
3106200;31210200;Urbana;Privada;4,5
3106200;31210285;Urbana;Privada;4,5
3106200;31212768;Urbana;Municipal;4,5
3106200;31212776;Urbana;Municipal;4,5
3106200;31212792;Urbana;Municipal;4,5
3106200;31217123;Urbana;Privada;5,5
3106200;31217166;Urbana;Privada;4,7
3106200;31217263;Urbana;Privada;4,5
3106200;31217786;Urbana;Municipal;4,5
3106200;31217794;Urbana;Municipal;4,5
3106200;31217824;Urbana;Municipal;4,5
3106200;31217832;Urbana;Municipal;4,5
3106200;31217841;Urbana;Municipal;4,5
3106200;31217859;Urbana;Municipal;4,5
3106200;31217867;Urbana;Municipal;4,5
3106200;31217875;Urbana;Municipal;4,5
3106200;31217883;Urbana;Municipal;4,5
3106200;31217891;Urbana;Municipal;4,5
3106200;31218529;Urbana;Privada;5,3
3106200;31218618;Urbana;Municipal;4,5
3106200;31219185;Urbana;Municipal;4,5
3106200;31219193;Urbana;Municipal;4,5
3106200;31219223;Urbana;Municipal;4,5
3106200;31219231;Urbana;Municipal;4,5
3106200;31219398;Urbana;Municipal;4,5
3106200;31219550;Urbana;Municipal;4,5
3106200;31219568;Urbana;Municipal;4,5
3106200;31220329;Urbana;Privada;4,7
3106200;31220345;Urbana;Privada;4,5
3106200;31220353;Urbana;Privada;4,5
3106200;31223654;Urbana;Municipal;4,5
3106200;31223689;Urbana;Municipal;4,5
3106200;31224111;Urbana;Municipal;4,5
3106200;31231991;Urbana;Municipal;4,5
3106200;31232009;Urbana;Municipal;4,5
3106200;31232017;Urbana;Municipal;4,5
3106200;31233366;Urbana;Municipal;4,5
3106200;31244058;Urbana;Privada;5,5
3106200;31244074;Urbana;Privada;7,3
3106200;31244457;Urbana;Privada;4,5
3106200;31244473;Urbana;Municipal;4,5
3106200;31244481;Urbana;Privada;4,5
3106200;31246051;Urbana;Privada;4,5
3106200;31246077;Urbana;Privada;4,5
3106200;31246450;Urbana;Privada;5,3
3106200;31246468;Urbana;Privada;5,5
3106200;31247294;Urbana;Municipal;4,5
3106200;31247308;Urbana;Municipal;4,5
3106200;31250651;Urbana;Municipal;4,5
3106200;31253995;Urbana;Privada;4,5
3106200;31257397;Urbana;Privada;4,5
3106200;31257583;Urbana;Privada;4,5
3106200;31257877;Urbana;Privada;4,5
3106200;31258377;Urbana;Federal;7,4
3106200;31258644;Urbana;Privada;4,5
3106200;31260631;Urbana;Privada;4,5
3106200;31261840;Urbana;Privada;4,5
3106200;31262056;Urbana;Privada;4,5
3106200;31262251;Urbana;Privada;4,7
3106200;31267511;Urbana;Privada;4,5
3106200;31270024;Urbana;Privada;4,5
3106200;31273244;Urbana;Privada;4,5
3106200;31273252;Urbana;Municipal;4,5
3106200;31283002;Urbana;Municipal;4,5
3106200;31283011;Urbana;Municipal;4,5
3106200;31290157;Urbana;Privada;5,3
3106200;31291030;Urbana;Federal;5,5
3106200;31292982;Urbana;Privada;5,5
3106200;31294039;Urbana;Privada;4,5
3106200;31294047;Urbana;Privada;4,5
3106200;31294110;Urbana;Privada;4,5
3106200;31294632;Urbana;Municipal;4,5
3106200;31294641;Urbana;Municipal;4,5
3106200;31294659;Urbana;Municipal;4,5
3106200;31297712;Urbana;Privada;4,5
3106200;31297798;Urbana;Privada;4,3
3106200;31298158;Urbana;Privada;4,3
3106200;31300454;Urbana;Privada;4,5
3106200;31303682;Urbana;Privada;4,5
3106200;31305057;Urbana;Privada;4,5
3106200;31305481;Urbana;Municipal;4,5
3106200;31307696;Urbana;Estadual;4,8
3106200;31307700;Urbana;Estadual;4,8
3106200;31307718;Urbana;Estadual;4,8
3106200;31307742;Urbana;Privada;4,4
3106200;31308943;Urbana;Privada;4,5
3106200;31309711;Urbana;Privada;5,5
3106200;31309753;Urbana;Privada;4,5
3106200;31311723;Urbana;Privada;5,7
3106200;31312614;Urbana;Municipal;4,5
3106200;31314749;Urbana;Privada;5,3
3106200;31315052;Urbana;Privada;4,5
3106200;31315567;Urbana;Privada;4,8
3106200;31316580;Urbana;Privada;4,5
3106200;31317357;Urbana;Estadual;4,4
3106200;31320404;Urbana;Privada;4,5
3106200;31321613;Urbana;Privada;4,5
3106200;31321621;Urbana;Privada;4,5
3106200;31322555;Urbana;Estadual;4,3
3106200;31322636;Urbana;Estadual;4,5
3106200;31322873;Urbana;Privada;5
3106200;31325554;Urbana;Privada;4,5
3106200;31327638;Urbana;Privada;4,5
3106200;31329151;Urbana;Privada;4,5
3106200;31329282;Urbana;Privada;5,3
3106200;31329908;Urbana;Privada;4
3106200;31331589;Urbana;Municipal;4,5
3106200;31340391;Urbana;Privada;4,5
3106200;31345814;Urbana;Privada;4,5
3106200;31346420;Urbana;Privada;4,5
3106200;31346853;Urbana;Municipal;4,5
3106200;31346900;Urbana;Municipal;4,5
3106200;31347329;Urbana;Privada;5
3106200;31350648;Urbana;Privada;4,5
3106200;31353752;Urbana;Municipal;4,5
3106200;31353760;Urbana;Municipal;4,5
3106200;31355143;Urbana;Privada;5,3
3106200;31358428;Urbana;Privada;5,5
3106200;31358541;Urbana;Privada;5,5
3106200;31358614;Urbana;Municipal;4,5
3106200;31361658;Urbana;Privada;4,7
3106200;31362417;Urbana;Privada;5,3
3106200;31362581;Urbana;Municipal;4,5
3106200;31364860;Urbana;Privada;5,5
3106200;31365424;Urbana;Privada;4,7
3106200;31368105;Urbana;Privada;4,5
3106200;31368342;Urbana;Privada;5,5
3106200;31369446;Urbana;Municipal;9
3106200;31369772;Urbana;Privada;5,7
3106200;31369977;Urbana;Privada;5,3
3106200;31370258;Urbana;Privada;5,3
3106200;31370711;Urbana;Privada;5,6
3106309;31190730;Urbana;Municipal;4,3
3106309;31190756;Urbana;Estadual;4,4
3106309;31191868;Urbana;Municipal;4,3
3106309;31191922;Urbana;Municipal;4,3
3106309;31273368;Urbana;Estadual;4,3
3106408;31106020;Urbana;Estadual;4,5
3106507;31023116;Rural;Municipal;4,4
3106507;31023132;Urbana;Estadual;4,4
3106507;31023141;Rural;Municipal;4,4
3106507;31023167;Urbana;Estadual;4,4
3106606;31146421;Urbana;Estadual;4,4
3106606;31146439;Urbana;Estadual;4,4
3106655;31082899;Rural;Estadual;4,5
3106655;31082902;Urbana;Estadual;4,5
3106705;31007749;Urbana;Estadual;4,4
3106705;31007773;Urbana;Municipal;4,4
3106705;31007790;Urbana;Municipal;4,5
3106705;31007820;Urbana;Estadual;4,3
3106705;31007871;Urbana;Estadual;4,5
3106705;31007889;Urbana;Estadual;7
3106705;31007897;Urbana;Estadual;4,4
3106705;31007919;Urbana;Estadual;4,4
3106705;31007935;Urbana;Estadual;4,5
3106705;31007943;Urbana;Estadual;4,4
3106705;31007960;Urbana;Estadual;4,4
3106705;31007978;Urbana;Estadual;4,4
3106705;31007986;Urbana;Estadual;4,4
3106705;31008001;Urbana;Estadual;4,4
3106705;31008044;Urbana;Estadual;4,4
3106705;31008583;Urbana;Estadual;4,5
3106705;31008621;Urbana;Estadual;4,4
3106705;31011215;Urbana;Municipal;4,4
3106705;31011223;Urbana;Municipal;4,5
3106705;31011240;Urbana;Municipal;4,5
3106705;31011274;Urbana;Municipal;4,5
3106705;31011282;Urbana;Municipal;4,5
3106705;31011304;Urbana;Municipal;4,5
3106705;31011339;Urbana;Municipal;4,5
3106705;31011371;Urbana;Municipal;4,4
3106705;31011380;Urbana;Municipal;4,5
3106705;31011401;Urbana;Municipal;4,5
3106705;31013935;Urbana;Privada;4,5
3106705;31212598;Urbana;Estadual;4,4
3106705;31215082;Urbana;Estadual;4,4
3106705;31223026;Urbana;Municipal;4,5
3106705;31223123;Urbana;Privada;5,3
3106705;31226351;Urbana;Municipal;4,4
3106705;31226360;Urbana;Municipal;4,4
3106705;31226556;Urbana;Municipal;4,5
3106705;31226564;Urbana;Municipal;4,4
3106705;31226572;Urbana;Municipal;4,5
3106705;31226581;Urbana;Municipal;4,5
3106705;31226599;Urbana;Municipal;4,5
3106705;31226602;Urbana;Municipal;4,5
3106705;31234591;Urbana;Municipal;4,5
3106705;31235555;Urbana;Privada;4,7
3106705;31239470;Urbana;Municipal;4,4
3106705;31240702;Urbana;Municipal;4,5
3106705;31240711;Urbana;Municipal;4,5
3106705;31242730;Urbana;Municipal;4,5
3106705;31243141;Urbana;Municipal;4,4
3106705;31250589;Urbana;Municipal;4,5
3106705;31251305;Urbana;Municipal;4,5
3106705;31251313;Urbana;Municipal;4,5
3106705;31251321;Urbana;Municipal;4,5
3106705;31251330;Urbana;Municipal;4,5
3106705;31251356;Urbana;Municipal;4,4
3106705;31260029;Urbana;Municipal;4,5
3106705;31260045;Urbana;Municipal;4,5
3106705;31260991;Urbana;Municipal;4,5
3106705;31276651;Urbana;Privada;5,3
3106705;31281069;Urbana;Municipal;4,5
3106705;31294241;Urbana;Privada;4,5
3106705;31303593;Urbana;Municipal;4,5
3106705;31311430;Urbana;Municipal;4,4
3106705;31312410;Urbana;Municipal;4,5
3106705;31317136;Urbana;Municipal;4,4
3106705;31320510;Urbana;Privada;4,8
3106705;31321061;Urbana;Estadual;4,8
3106705;31321796;Urbana;Municipal;4,4
3106705;31323764;Urbana;Privada;4,3
3106705;31323781;Urbana;Municipal;4,4
3106705;31328014;Urbana;Privada;4,5
3106705;31329461;Urbana;Privada;4,3
3106705;31330914;Urbana;Municipal;4,4
3106705;31331317;Urbana;Municipal;4,4
3106705;31331325;Urbana;Municipal;4,5
3106705;31332941;Urbana;Municipal;4,5
3106705;31334014;Urbana;Privada;4,4
3106705;31349585;Urbana;Municipal;4,5
3106705;31353906;Urbana;Privada;4,5
3106705;31354244;Urbana;Municipal;4,4
3106705;31354252;Urbana;Municipal;4,5
3106705;31354406;Urbana;Municipal;4,5
3106705;31354465;Urbana;Municipal;4,5
3106705;31365262;Urbana;Municipal;4,4
3106804;31015342;Urbana;Estadual;4,5
3106903;31068021;Urbana;Estadual;4,5
3106903;31269883;Urbana;Municipal;4,5
3106903;31311481;Urbana;Privada;5,5
3106903;31343072;Urbana;Privada;5,3
3107000;31032298;Urbana;Municipal;4,5
3107109;31171123;Urbana;Estadual;4,5
3107109;31171131;Rural;Municipal;4,7
3107109;31171166;Rural;Municipal;4,3
3107109;31171174;Urbana;Estadual;4,5
3107109;31171191;Urbana;Estadual;4,5
3107109;31171212;Urbana;Estadual;4,5
3107109;31171255;Urbana;Estadual;4,5
3107109;31180271;Urbana;Privada;5,3
3107109;31256501;Urbana;Privada;5,3
3107208;31068055;Urbana;Municipal;4,5
3107307;31079359;Urbana;Estadual;4,3
3107307;31079383;Urbana;Estadual;4,5
3107307;31079391;Urbana;Estadual;4,5
3107307;31079413;Urbana;Estadual;4,5
3107307;31079421;Rural;Estadual;4,3
3107307;31079448;Urbana;Estadual;4,5
3107307;31079499;Urbana;Estadual;4,4
3107307;31096181;Urbana;Privada;4,5
3107307;31237400;Urbana;Municipal;4,5
3107307;31276723;Urbana;Municipal;4,5
3107307;31314854;Urbana;Privada;4,5
3107406;31032310;Urbana;Estadual;4,4
3107406;31032336;Urbana;Estadual;4,4
3107406;31032344;Urbana;Estadual;4,4
3107406;31032361;Urbana;Estadual;4,4
3107406;31032387;Urbana;Estadual;4,4
3107406;31032395;Urbana;Estadual;4,4
3107406;31032409;Urbana;Estadual;4,8
3107406;31032433;Urbana;Estadual;4,4
3107406;31036684;Rural;Municipal;4,3
3107406;31040967;Urbana;Privada;4,5
3107406;31322849;Urbana;Privada;4,3
3107406;31343668;Urbana;Privada;4,6
3107406;31362514;Urbana;Privada;5,3
3107505;31068071;Urbana;Estadual;4,4
3107505;31223948;Rural;Municipal;4,4
3107604;31123901;Urbana;Estadual;4,4
3107703;31102792;Urbana;Estadual;4,3
3107802;31019089;Urbana;Estadual;4,3
3107802;31019101;Urbana;Estadual;4,3
3107802;31019143;Urbana;Estadual;4,3
3107802;31021318;Rural;Municipal;4,3
3107802;31021407;Urbana;Municipal;4,3
3107802;31213314;Urbana;Estadual;4,4
3107901;31054275;Urbana;Estadual;4,4
3107901;31255459;Urbana;Privada;4,4
3108008;31133728;Urbana;Estadual;4,4
3108008;31133744;Urbana;Estadual;4,4
3108107;31008117;Urbana;Estadual;4,4
3108206;31108243;Urbana;Estadual;4,3
3108206;31108359;Urbana;Municipal;4,3
3108255;31062502;Urbana;Estadual;4,5
3108255;31205451;Rural;Estadual;4,3
3108255;31205508;Rural;Estadual;4,4
3108255;31205532;Rural;Estadual;4,5
3108255;31207179;Rural;Municipal;4,5
3108255;31369810;Rural;Estadual;4,5
3108305;31054313;Urbana;Municipal;4,4
3108305;31054356;Urbana;Estadual;4,3
3108305;31054381;Urbana;Estadual;4,3
3108305;31054399;Urbana;Estadual;4,4
3108305;31061921;Urbana;Privada;5,3
3108404;31123951;Urbana;Estadual;4,4
3108404;31123994;Urbana;Municipal;4,5
3108404;31124010;Urbana;Estadual;4,5
3108404;31305146;Urbana;Privada;4,5
3108503;31079511;Urbana;Estadual;4,5
3108503;31079537;Urbana;Estadual;4,7
3108503;31207675;Rural;Municipal;4,3
3108552;31108669;Urbana;Estadual;4,4
3108552;31108731;Urbana;Estadual;4,5
3108552;31239402;Urbana;Estadual;4,5
3108602;31079561;Urbana;Estadual;4,3
3108602;31079570;Urbana;Estadual;4,3
3108602;31079588;Urbana;Estadual;4,3
3108602;31079600;Urbana;Estadual;4,5
3108602;31079618;Urbana;Estadual;4,4
3108602;31079634;Urbana;Estadual;4,5
3108602;31079651;Urbana;Estadual;4,4
3108602;31084034;Urbana;Municipal;4,5
3108602;31084085;Rural;Municipal;4,3
3108602;31084247;Rural;Municipal;4,3
3108602;31214981;Rural;Estadual;4,5
3108602;31231533;Rural;Estadual;4,3
3108602;31368318;Urbana;Privada;5,3
3108701;31180785;Rural;Estadual;4,4
3108701;31180793;Urbana;Estadual;4,4
3108800;31190772;Urbana;Estadual;4,4
3108800;31190799;Rural;Estadual;4,3
3108800;31192007;Rural;Municipal;4,4
3108909;31054437;Rural;Estadual;4,4
3108909;31054453;Rural;Estadual;4,4
3108909;31054470;Urbana;Estadual;4,5
3108909;31054500;Urbana;Estadual;4,4
3108909;31302848;Urbana;Privada;5,4
3109006;31008176;Rural;Municipal;4,5
3109006;31008206;Rural;Municipal;4,5
3109006;31008222;Urbana;Municipal;4,5
3109006;31008231;Rural;Municipal;4,5
3109006;31008249;Rural;Municipal;4,5
3109006;31011622;Rural;Municipal;4,5
3109006;31223131;Urbana;Privada;4,5
3109006;31240435;Urbana;Municipal;4,5
3109006;31279277;Urbana;Privada;4,5
3109006;31361070;Urbana;Municipal;4,5
3109105;31054526;Urbana;Estadual;4,5
3109204;31140384;Urbana;Estadual;4,3
3109253;31020362;Rural;Estadual;4,4
3109253;31020397;Urbana;Estadual;4,4
3109303;31108405;Urbana;Municipal;4,3
3109303;31108413;Urbana;Estadual;4,3
3109303;31108421;Urbana;Estadual;4,3
3109303;31108430;Urbana;Estadual;4,3
3109303;31108448;Urbana;Municipal;4,3
3109303;31110396;Rural;Municipal;4,3
3109303;31110418;Rural;Municipal;4,3
3109303;31110493;Rural;Municipal;4,3
3109303;31110710;Rural;Municipal;4,3
3109303;31110744;Rural;Municipal;4,2
3109303;31110931;Rural;Municipal;4,3
3109303;31208507;Urbana;Municipal;4,3
3109303;31214493;Rural;Municipal;4,3
3109303;31246204;Urbana;Estadual;4,3
3109303;31255262;Urbana;Privada;4,5
3109303;31348384;Urbana;Privada;4,3
3109402;31079693;Urbana;Estadual;4,4
3109402;31079715;Urbana;Estadual;4,4
3109402;31079758;Urbana;Estadual;4,4
3109402;31246131;Urbana;Estadual;4,4
3109402;31246140;Urbana;Estadual;4,4
3109402;31346233;Urbana;Estadual;4,4
3109451;31109100;Urbana;Estadual;4,4
3109451;31367044;Urbana;Municipal;4,3
3109501;31124079;Urbana;Estadual;4,5
3109501;31124095;Urbana;Estadual;4,4
3109600;31140431;Urbana;Municipal;4,5
3109709;31054593;Urbana;Estadual;4,5
3109709;31054615;Urbana;Estadual;4,5
3109808;31196355;Urbana;Municipal;4,5
3109907;31140457;Urbana;Municipal;4,5
3109907;31140465;Urbana;Estadual;4,5
3109907;31142611;Rural;Municipal;4,5
3109907;31145548;Urbana;Privada;4,5
3110004;31008354;Urbana;Estadual;4,5
3110004;31008362;Urbana;Estadual;4,5
3110004;31008371;Urbana;Estadual;4,5
3110004;31008401;Urbana;Estadual;4,5
3110004;31008419;Urbana;Estadual;4,5
3110004;31008427;Urbana;Estadual;4,5
3110004;31008486;Urbana;Estadual;4,3
3110004;31278530;Urbana;Privada;5,3
3110004;31279552;Urbana;Privada;5,3
3110103;31096750;Urbana;Estadual;4,3
3110202;31128449;Urbana;Estadual;4,4
3110202;31128473;Urbana;Municipal;4,4
3110202;31270563;Urbana;Municipal;4,4
3110301;31124184;Urbana;Estadual;4,4
3110301;31124192;Urbana;Estadual;4,4
3110301;31124231;Urbana;Estadual;4,4
3110400;31202177;Urbana;Estadual;4,3
3110509;31054640;Urbana;Estadual;4,5
3110509;31057762;Rural;Municipal;4,8
3110509;31057797;Urbana;Municipal;4,5
3110509;31057851;Rural;Municipal;4,4
3110509;31292524;Urbana;Privada;4,8
3110509;31342700;Urbana;Estadual;4,5
3110509;31347850;Urbana;Privada;4,8
3110509;31357251;Urbana;Privada;4,8
3110608;31054682;Urbana;Estadual;4,5
3110608;31054739;Rural;Municipal;4,5
3110608;31054755;Urbana;Estadual;4,5
3110608;31054763;Urbana;Estadual;4,5
3110608;31235725;Urbana;Privada;4,5
3110608;31343889;Urbana;Privada;4,5
3110707;31171301;Urbana;Estadual;4,5
3110707;31171361;Urbana;Estadual;4,5
3110806;31146471;Urbana;Estadual;4,3
3110905;31171468;Urbana;Estadual;4,5
3110905;31171484;Urbana;Estadual;4,5
3110905;31171492;Urbana;Estadual;4,5
3110905;31180319;Urbana;Privada;4,5
3110905;31268321;Urbana;Privada;4,5
3111002;31124290;Urbana;Estadual;4,4
3111002;31124303;Urbana;Estadual;4,7
3111002;31126039;Rural;Municipal;4,4
3111002;31277886;Urbana;Municipal;4,4
3111101;31158356;Urbana;Estadual;4,4
3111101;31158437;Urbana;Estadual;4,5
3111101;31160989;Rural;Municipal;4,5
3111101;31166162;Urbana;Privada;4,4
3111101;31247481;Urbana;Privada;4,4
3111101;31319147;Urbana;Estadual;4,4
3111101;31348570;Rural;Municipal;4,4
3111150;31079642;Urbana;Estadual;4,4
3111150;31084174;Rural;Municipal;4,4
3111200;31202185;Urbana;Estadual;4,4
3111200;31202193;Urbana;Estadual;4,5
3111200;31202304;Urbana;Estadual;4,5
3111200;31202321;Urbana;Estadual;4,5
3111200;31202339;Urbana;Estadual;4,5
3111200;31202355;Urbana;Estadual;4,6
3111200;31205150;Urbana;Privada;4,5
3111200;31329576;Urbana;Privada;5,3
3111309;31171549;Urbana;Estadual;4,4
3111309;31171581;Urbana;Estadual;4,4
3111408;31278904;Urbana;Estadual;4,4
3111507;31158534;Urbana;Estadual;4,5
3111507;31158551;Urbana;Municipal;4,5
3111507;31213802;Urbana;Municipal;4,3
3111507;31365971;Urbana;Privada;4,3
3111606;31171654;Urbana;Municipal;4,4
3111606;31171671;Urbana;Estadual;4,4
3111606;31171689;Urbana;Estadual;4,4
3111606;31171701;Urbana;Estadual;4,4
3111606;31176354;Rural;Municipal;4,4
3111606;31239143;Urbana;Estadual;4,4
3111606;31247189;Urbana;Privada;5,2
3111606;31279081;Urbana;Privada;4,4
3111705;31233200;Urbana;Estadual;4,3
3111804;31196380;Urbana;Estadual;4,4
3111804;31312045;Urbana;Estadual;4,4
3111903;31202401;Urbana;Estadual;4,5
3112000;31202487;Urbana;Estadual;4,5
3112000;31202495;Urbana;Estadual;4,5
3112000;31288209;Urbana;Privada;4,5
3112059;31044776;Urbana;Estadual;4,5
3112109;31096784;Urbana;Estadual;4,3
3112208;31015377;Urbana;Estadual;4,5
3112307;31023281;Urbana;Estadual;4,3
3112307;31023299;Urbana;Estadual;4,3
3112307;31023302;Urbana;Estadual;4,3
3112307;31023311;Rural;Estadual;4,4
3112307;31023329;Urbana;Estadual;4,3
3112307;31205893;Urbana;Estadual;4,3
3112307;31217646;Urbana;Estadual;4,3
3112307;31319376;Rural;Estadual;4,3
3112307;31342718;Urbana;Estadual;4,3
3112307;31365106;Urbana;Privada;4,5
3112406;31136891;Urbana;Estadual;4,3
3112505;31140481;Urbana;Estadual;4,4
3112505;31310611;Urbana;Estadual;4,4
3112604;31196398;Urbana;Estadual;4,4
3112604;31196401;Urbana;Estadual;4,4
3112653;31043885;Urbana;Estadual;4,5
3112703;31079782;Urbana;Estadual;4,3
3112703;31079804;Urbana;Estadual;4,3
3112703;31079812;Urbana;Estadual;4,3
3112703;31085006;Urbana;Municipal;4,3
3112703;31085057;Rural;Municipal;4,3
3112802;31114961;Urbana;Estadual;4,5
3112802;31317462;Urbana;Estadual;4,4
3112901;31074918;Urbana;Estadual;4,4
3112901;31075973;Rural;Municipal;4,3
3112901;31075981;Rural;Municipal;4,3
3113008;31146510;Urbana;Estadual;4,4
3113008;31146536;Urbana;Estadual;4,4
3113008;31146544;Urbana;Estadual;4,4
3113008;31150398;Rural;Municipal;4,3
3113008;31150444;Rural;Municipal;4,4
3113008;31150711;Urbana;Municipal;4,4
3113008;31150720;Rural;Municipal;4,4
3113107;31015415;Urbana;Estadual;4,4
3113206;31015474;Urbana;Municipal;4,4
3113206;31015482;Urbana;Municipal;4,4
3113206;31015491;Urbana;Estadual;4,5
3113206;31015521;Urbana;Estadual;4,4
3113206;31015555;Urbana;Municipal;4,4
3113206;31015563;Urbana;Municipal;4,4
3113206;31015571;Urbana;Estadual;4,4
3113206;31277860;Urbana;Privada;4,5
3113305;31096822;Rural;Municipal;4,5
3113305;31096890;Urbana;Estadual;4,4
3113305;31096938;Urbana;Estadual;4,5
3113305;31097012;Urbana;Estadual;4,8
3113305;31097039;Urbana;Estadual;4,5
3113305;31097241;Urbana;Estadual;4,5
3113305;31102385;Urbana;Privada;5,3
3113305;31276006;Urbana;Privada;5,3
3113305;31326143;Urbana;Privada;5,3
3113305;31329886;Urbana;Privada;5,3
3113404;31019151;Urbana;Estadual;4,4
3113404;31019178;Urbana;Estadual;4,4
3113404;31019216;Urbana;Estadual;4,4
3113404;31019283;Urbana;Estadual;4,5
3113404;31019291;Urbana;Estadual;4,4
3113404;31019321;Urbana;Estadual;4,4
3113404;31019364;Urbana;Estadual;4,4
3113404;31019372;Urbana;Estadual;4,5
3113404;31019381;Urbana;Estadual;4,5
3113404;31019453;Urbana;Estadual;4,3
3113404;31019526;Rural;Estadual;4,4
3113404;31019763;Rural;Estadual;4,3
3113404;31019780;Urbana;Estadual;4,4
3113404;31019828;Urbana;Estadual;5,1
3113404;31019941;Urbana;Estadual;4,3
3113404;31020001;Urbana;Estadual;4,4
3113404;31020010;Urbana;Estadual;4,4
3113404;31020028;Urbana;Estadual;4,4
3113404;31020176;Urbana;Estadual;4,4
3113404;31022811;Urbana;Privada;5,3
3113404;31022837;Urbana;Privada;5,3
3113404;31218766;Urbana;Estadual;4,4
3113404;31219126;Urbana;Privada;5,3
3113404;31253855;Urbana;Estadual;4,4
3113404;31353450;Urbana;Estadual;4,4
3113404;31360147;Urbana;Privada;5,3
3113503;31023361;Urbana;Estadual;4,4
3113503;31305405;Rural;Municipal;4,7
3113602;31054780;Urbana;Estadual;4,3
3113701;31146579;Urbana;Estadual;4,4
3113701;31146587;Urbana;Municipal;4,4
3113701;31146625;Urbana;Estadual;4,4
3113701;31146633;Urbana;Estadual;4,4
3113701;31151025;Rural;Municipal;4,4
3113701;31279684;Urbana;Privada;5,3
3113701;31346179;Urbana;Estadual;4,4
3113800;31041980;Urbana;Municipal;4,5
3113800;31277657;Rural;Estadual;4,5
3113800;31369802;Rural;Estadual;4,5
3113909;31171786;Urbana;Estadual;4,5
3113909;31171824;Urbana;Estadual;4,5
3114006;31032441;Urbana;Estadual;4,4
3114006;31036781;Rural;Municipal;4,4
3114006;31356999;Urbana;Privada;4,5
3114105;31171956;Urbana;Estadual;4,4
3114105;31171964;Urbana;Estadual;4,5
3114204;31032531;Urbana;Estadual;4,3
3114204;31032549;Urbana;Estadual;4,3
3114204;31032557;Rural;Estadual;4,3
3114204;31032603;Urbana;Estadual;4,3
3114204;31032611;Urbana;Estadual;4,3
3114204;31307335;Urbana;Estadual;4,3
3114303;31118443;Urbana;Estadual;4,4
3114303;31118494;Urbana;Estadual;4,4
3114303;31118559;Urbana;Estadual;4,3
3114303;31276227;Urbana;Privada;5,3
3114303;31305341;Urbana;Estadual;4,4
3114402;31115045;Rural;Municipal;4,4
3114402;31115061;Urbana;Estadual;4,4
3114402;31115088;Urbana;Estadual;4,4
3114402;31116351;Rural;Municipal;4,4
3114402;31116432;Rural;Municipal;4,4
3114402;31249203;Urbana;Privada;4,5
3114402;31295175;Urbana;Privada;4,4
3114501;31032689;Urbana;Estadual;4,4
3114501;31227013;Urbana;Municipal;4,4
3114501;31254541;Urbana;Privada;4,3
3114501;31368091;Urbana;Privada;4,5
3114550;31159255;Urbana;Estadual;4,5
3114550;31159271;Urbana;Estadual;4,5
3114550;31159301;Urbana;Estadual;4,5
3114600;31133922;Urbana;Estadual;4,3
3114709;31269719;Urbana;Municipal;4,4
3114808;31068144;Urbana;Estadual;4,5
3114907;31272043;Urbana;Municipal;4,3
3115003;31272337;Urbana;Municipal;4,4
3115102;31136948;Urbana;Estadual;4,4
3115102;31137006;Urbana;Estadual;4,4
3115102;31210471;Urbana;Privada;5
3115201;31133931;Urbana;Estadual;4,4
3115300;31097306;Urbana;Estadual;4,4
3115300;31097322;Urbana;Estadual;4,4
3115300;31097331;Urbana;Estadual;4,4
3115300;31097365;Urbana;Estadual;4,5
3115300;31097373;Urbana;Estadual;4,4
3115300;31097381;Urbana;Estadual;4,4
3115300;31097403;Urbana;Estadual;4,4
3115300;31097411;Urbana;Municipal;4,5
3115300;31097471;Urbana;Municipal;4,5
3115300;31102415;Urbana;Privada;4,4
3115300;31240761;Urbana;Privada;5,1
3115300;31257028;Urbana;Municipal;4,5
3115300;31267627;Urbana;Privada;4,5
3115300;31322695;Urbana;Privada;4,5
3115300;31334103;Urbana;Privada;4,5
3115300;31357030;Urbana;Privada;4,5
3115359;31010545;Urbana;Estadual;4,4
