cod_mun;cod_escola;zona;esfera;horas_aula_9ano_2019
2309805;23223553;Urbana;Municipal;4
2309805;23244399;Urbana;Privada;4
2309904;23022639;Urbana;Municipal;4
2309904;23022671;Urbana;Municipal;4
2309904;23182180;Urbana;Privada;4,3
2310001;23130903;Rural;Municipal;4
2310001;23130989;Urbana;Municipal;4
2310001;23131101;Urbana;Municipal;4
2310100;23056215;Rural;Municipal;4
2310100;23056347;Rural;Municipal;4
2310100;23056371;Rural;Municipal;4
2310100;23056525;Urbana;Municipal;4
2310100;23210214;Urbana;Municipal;4
2310100;23260165;Urbana;Privada;4
2310209;23040033;Urbana;Municipal;4
2310209;23040041;Rural;Municipal;4
2310209;23040050;Rural;Municipal;4
2310209;23040084;Rural;Municipal;4
2310209;23040165;Rural;Municipal;4
2310209;23040190;Rural;Municipal;4
2310209;23040394;Urbana;Municipal;4
2310209;23040416;Rural;Municipal;4
2310209;23040424;Rural;Municipal;4
2310209;23191821;Rural;Municipal;4
2310209;23191848;Rural;Municipal;4
2310209;23191864;Urbana;Municipal;4
2310209;23191937;Rural;Municipal;4
2310209;23216921;Urbana;Municipal;4
2310209;23247428;Urbana;Municipal;4
2310209;23247509;Urbana;Privada;4,3
2310258;23040521;Rural;Municipal;4
2310258;23040580;Rural;Municipal;4
2310258;23040602;Rural;Municipal;4
2310258;23040726;Rural;Municipal;4
2310258;23040769;Urbana;Privada;4,1
2310258;23040823;Rural;Municipal;4
2310258;23040866;Rural;Municipal;4
2310258;23206942;Urbana;Municipal;4
2310258;23247924;Rural;Municipal;4
2310258;23247932;Rural;Municipal;4
2310258;23267640;Rural;Municipal;4
2310308;23106875;Rural;Municipal;8
2310308;23106956;Urbana;Municipal;4
2310308;23107391;Rural;Municipal;4
2310308;23107405;Rural;Municipal;4
2310308;23107502;Rural;Municipal;4
2310308;23107600;Rural;Municipal;4
2310308;23108053;Rural;Municipal;4
2310308;23108312;Rural;Municipal;4
2310308;23108380;Rural;Municipal;4
2310308;23200170;Rural;Municipal;4
2310308;23218703;Rural;Municipal;4
2310308;23336218;Rural;Municipal;4
2310308;23461810;Rural;Municipal;4
2310308;23461837;Rural;Municipal;4
2310308;23461845;Rural;Municipal;4
2310308;23545666;Rural;Municipal;4
2310407;23051540;Urbana;Municipal;4
2310506;23118407;Rural;Municipal;4
2310506;23118440;Rural;Municipal;4
2310506;23118547;Rural;Municipal;8
2310506;23118628;Urbana;Privada;4
2310506;23118687;Urbana;Municipal;4
2310506;23118741;Rural;Municipal;4
2310506;23118784;Rural;Municipal;4
2310506;23118792;Rural;Municipal;4
2310506;23118881;Rural;Municipal;4
2310506;23119039;Rural;Municipal;4
2310506;23119071;Urbana;Municipal;9
2310506;23119136;Rural;Municipal;4
2310506;23119365;Urbana;Municipal;9
2310506;23119594;Rural;Municipal;4
2310506;23119810;Urbana;Municipal;4
2310506;23120100;Urbana;Municipal;9
2310506;23120142;Urbana;Municipal;4
2310506;23120339;Rural;Municipal;9
2310506;23120355;Rural;Municipal;4
2310506;23202424;Urbana;Privada;5,2
2310506;23228180;Urbana;Privada;4,5
2310506;23228288;Urbana;Privada;4
2310605;23171553;Rural;Municipal;4,3
2310605;23263814;Urbana;Municipal;4,3
2310704;23045213;Rural;Municipal;4
2310704;23045256;Rural;Municipal;4
2310704;23045280;Urbana;Municipal;3,7
2310704;23045299;Rural;Municipal;4
2310704;23045310;Rural;Municipal;4
2310704;23045442;Urbana;Municipal;3,3
2310704;23045590;Urbana;Municipal;3,3
2310704;23045604;Rural;Municipal;4
2310704;23045779;Urbana;Municipal;4
2310704;23045795;Rural;Municipal;4
2310704;23045817;Rural;Municipal;4
2310704;23045868;Rural;Municipal;4
2310704;23045957;Urbana;Municipal;4
2310704;23045965;Rural;Municipal;4
2310704;23046090;Urbana;Municipal;4
2310704;23046104;Rural;Municipal;4
2310704;23046155;Urbana;Municipal;4
2310704;23238038;Urbana;Municipal;4
2310704;23244038;Urbana;Privada;3,7
2310704;23272112;Urbana;Privada;3,3
2310704;23564083;Urbana;Municipal;4
2310803;23138378;Rural;Municipal;4
2310803;23138386;Urbana;Municipal;8
2310803;23138408;Rural;Municipal;4
2310803;23138483;Rural;Municipal;4
2310803;23138670;Rural;Municipal;4
2310803;23138769;Urbana;Municipal;4
2310803;23138777;Rural;Municipal;4
2310803;23216581;Urbana;Municipal;4
2310803;23219254;Urbana;Municipal;4
2310852;23060727;Urbana;Privada;4
2310852;23060735;Rural;Municipal;4
2310852;23060760;Urbana;Municipal;4
2310852;23060794;Urbana;Municipal;4
2310852;23060840;Urbana;Municipal;4
2310852;23060859;Rural;Municipal;4
2310852;23183802;Urbana;Privada;4
2310852;23193123;Rural;Municipal;8
2310902;23120690;Urbana;Municipal;4
2310902;23121025;Rural;Municipal;4
2310902;23121246;Urbana;Municipal;3,3
2310902;23121432;Urbana;Municipal;4
2310902;23219904;Urbana;Municipal;4
2310902;23266430;Urbana;Privada;3,5
2310951;23029056;Rural;Municipal;4
2310951;23029145;Urbana;Municipal;4
2310951;23029277;Urbana;Municipal;4
2310951;23254173;Urbana;Municipal;4
2311009;23029455;Rural;Municipal;3,9
2311009;23029501;Urbana;Municipal;4
2311009;23029773;Urbana;Municipal;4
2311009;23029790;Rural;Municipal;4
2311009;23233400;Urbana;Estadual;4
2311009;23264381;Rural;Municipal;4
2311108;23167610;Rural;Municipal;4
2311108;23167637;Urbana;Municipal;4
2311108;23167840;Rural;Municipal;4
2311108;23167866;Rural;Municipal;4
2311108;23167890;Rural;Municipal;4
2311108;23251212;Urbana;Municipal;4
2311108;23274379;Rural;Municipal;4
2311207;23154462;Urbana;Municipal;4
2311207;23302810;Urbana;Privada;4
2311231;23138866;Urbana;Municipal;4,3
2311231;23564270;Rural;Municipal;4,3
2311264;23092955;Rural;Municipal;4
2311264;23093080;Rural;Municipal;4
2311264;23093145;Urbana;Municipal;4
2311264;23093242;Rural;Municipal;4
2311264;23093250;Rural;Municipal;9
2311264;23204052;Rural;Municipal;4
2311264;23240245;Urbana;Municipal;4,4
2311264;23243341;Urbana;Privada;4,5
2311264;23545623;Rural;Municipal;4
2311264;23545631;Rural;Municipal;4
2311306;23100176;Urbana;Privada;4
2311306;23100567;Urbana;Municipal;4
2311306;23100621;Urbana;Municipal;4
2311306;23100630;Urbana;Privada;4,5
2311306;23100656;Urbana;Privada;4,8
2311306;23100664;Urbana;Municipal;4
2311306;23100672;Urbana;Municipal;4
2311306;23100729;Urbana;Privada;5,7
2311306;23100753;Urbana;Privada;4,5
2311306;23100915;Rural;Municipal;4
2311306;23101016;Rural;Municipal;4
2311306;23101059;Rural;Municipal;9
2311306;23101083;Rural;Municipal;4
2311306;23101105;Rural;Municipal;4
2311306;23101300;Rural;Municipal;4
2311306;23101369;Rural;Municipal;9,5
2311306;23101474;Rural;Municipal;4
2311306;23101555;Rural;Municipal;8,5
2311306;23101636;Rural;Municipal;4
2311306;23101679;Rural;Municipal;4
2311306;23174145;Urbana;Privada;4
2311306;23194367;Urbana;Municipal;4
2311306;23209593;Urbana;Privada;4
2311306;23259175;Rural;Municipal;8
2311306;23270438;Urbana;Privada;4
2311306;23273410;Urbana;Municipal;4
2311355;23144602;Rural;Municipal;4
2311355;23144645;Rural;Municipal;4
2311355;23144742;Rural;Municipal;4
2311355;23144769;Rural;Municipal;4
2311355;23144939;Urbana;Municipal;4
2311355;23144971;Rural;Municipal;4
2311355;23176199;Rural;Municipal;4
2311355;23207310;Urbana;Municipal;4
2311405;23101806;Urbana;Municipal;4
2311405;23101920;Urbana;Municipal;4
2311405;23102101;Urbana;Municipal;4
2311405;23102144;Urbana;Municipal;9,2
2311405;23102160;Urbana;Municipal;4
2311405;23102195;Urbana;Municipal;4
2311405;23102322;Urbana;Privada;4,5
2311405;23102373;Urbana;Municipal;4
2311405;23102390;Urbana;Municipal;4
2311405;23102446;Urbana;Municipal;4
2311405;23102675;Urbana;Municipal;10
2311405;23102713;Urbana;Municipal;10
2311405;23102772;Rural;Municipal;10
2311405;23102853;Rural;Municipal;10
2311405;23102950;Rural;Municipal;10
2311405;23102985;Rural;Municipal;10
2311405;23103051;Urbana;Municipal;10
2311405;23103094;Urbana;Municipal;10
2311405;23103124;Rural;Municipal;10
2311405;23103221;Rural;Municipal;10
2311405;23103302;Urbana;Municipal;10
2311405;23103353;Rural;Municipal;10
2311405;23103426;Rural;Municipal;10
2311405;23103574;Rural;Municipal;10
2311405;23103590;Urbana;Municipal;10
2311405;23103612;Urbana;Municipal;10
2311405;23103639;Rural;Municipal;10
2311405;23103728;Urbana;Municipal;4
2311405;23103736;Rural;Municipal;10
2311405;23103779;Rural;Municipal;4
2311405;23103973;Urbana;Municipal;4
2311405;23175125;Rural;Municipal;4
2311405;23214260;Urbana;Privada;4,9
2311405;23227621;Urbana;Municipal;10
2311405;23232382;Urbana;Municipal;4
2311405;23252251;Urbana;Municipal;9,3
2311405;23270462;Urbana;Privada;4,7
2311405;23324414;Rural;Municipal;10
2311504;23131128;Urbana;Municipal;4
2311504;23131225;Urbana;Privada;4
2311504;23131284;Rural;Municipal;4
2311504;23131373;Rural;Municipal;4
2311504;23131462;Urbana;Municipal;4
2311504;23131543;Urbana;Municipal;4
2311504;23131578;Urbana;Municipal;4
2311603;23056665;Rural;Municipal;4
2311603;23056681;Rural;Municipal;4
2311603;23056738;Rural;Municipal;4
2311603;23056746;Urbana;Privada;4,3
2311603;23056797;Rural;Municipal;4
2311603;23056800;Rural;Municipal;4
2311603;23056819;Rural;Municipal;4
2311603;23056843;Rural;Municipal;4
2311603;23056886;Urbana;Municipal;4
2311603;23056932;Urbana;Municipal;4
2311603;23056983;Rural;Municipal;4
2311603;23056991;Rural;Municipal;4
2311603;23057092;Rural;Municipal;4
2311603;23239360;Urbana;Privada;4
2311603;23244062;Urbana;Municipal;4
2311603;23261382;Urbana;Privada;4
2311702;23029978;Rural;Municipal;4
2311702;23030020;Rural;Municipal;4
2311702;23030089;Urbana;Municipal;4
2311702;23030135;Urbana;Privada;4,4
2311702;23030224;Rural;Municipal;4
2311702;23030275;Urbana;Municipal;4
2311702;23030305;Rural;Municipal;4
2311702;23030321;Rural;Municipal;4
2311702;23246570;Urbana;Privada;4,4
2311801;23131659;Urbana;Privada;4,5
2311801;23131705;Urbana;Privada;4,9
2311801;23131772;Rural;Municipal;4
2311801;23131780;Rural;Municipal;4
2311801;23131799;Rural;Municipal;4
2311801;23131837;Rural;Municipal;4
2311801;23131896;Urbana;Municipal;4
2311801;23131900;Rural;Municipal;4
2311801;23131918;Urbana;Municipal;10
2311801;23131934;Rural;Municipal;4
2311801;23131969;Urbana;Municipal;4
2311801;23132051;Urbana;Municipal;4
2311801;23132086;Rural;Municipal;4
2311801;23132108;Urbana;Municipal;4
2311801;23132256;Rural;Municipal;4
2311801;23132370;Rural;Municipal;4
2311801;23132388;Rural;Municipal;4
2311801;23132434;Rural;Municipal;4
2311801;23132558;Rural;Municipal;10
2311801;23132620;Rural;Municipal;4
2311801;23132671;Rural;Municipal;4
2311801;23132680;Rural;Municipal;4
2311801;23180676;Rural;Municipal;4
2311801;23201800;Urbana;Municipal;4
2311801;23212799;Urbana;Privada;4,8
2311801;23233273;Urbana;Municipal;4
2311801;23255544;Urbana;Privada;4,5
2311801;23273712;Urbana;Municipal;10
2311900;23108444;Rural;Municipal;4
2311900;23108452;Rural;Municipal;4
2311900;23108541;Rural;Municipal;4
2311900;23108630;Rural;Municipal;4
2311900;23108649;Rural;Municipal;4
2311900;23108681;Rural;Municipal;4
2311900;23108703;Urbana;Municipal;4
2311900;23108762;Rural;Municipal;4
2311900;23108827;Rural;Municipal;4
2311959;23154861;Rural;Municipal;4
2311959;23154969;Urbana;Municipal;4
2311959;23155019;Rural;Municipal;4
2311959;23155124;Urbana;Municipal;4
2311959;23155140;Rural;Municipal;4
2311959;23155159;Rural;Municipal;4
2311959;23155167;Rural;Municipal;4
2311959;23155604;Rural;Municipal;4
2311959;23155639;Rural;Municipal;4
2311959;23179538;Rural;Municipal;4
2311959;23230100;Rural;Municipal;4
2311959;23230118;Rural;Municipal;4
2312007;23022752;Rural;Municipal;4
2312007;23023058;Rural;Municipal;4
2312007;23023503;Rural;Municipal;4
2312007;23023600;Rural;Municipal;4
2312007;23023635;Rural;Municipal;4
2312007;23023686;Urbana;Municipal;4
2312007;23023708;Rural;Municipal;4
2312007;23023783;Rural;Municipal;4
2312007;23023880;Rural;Municipal;4
2312007;23024038;Urbana;Municipal;4
2312007;23024046;Rural;Municipal;4
2312007;23024186;Rural;Municipal;4
2312007;23024194;Rural;Municipal;4
2312007;23024232;Urbana;Municipal;4
2312007;23173386;Urbana;Municipal;4
2312007;23194901;Urbana;Privada;4,5
2312007;23195045;Rural;Municipal;4
2312007;23204761;Rural;Municipal;4
2312007;23204770;Rural;Municipal;4
2312007;23268999;Urbana;Privada;5,3
2312106;23168013;Urbana;Municipal;4
2312106;23168030;Rural;Municipal;4
2312106;23168188;Urbana;Privada;4
2312106;23168242;Urbana;Municipal;4
2312106;23168404;Urbana;Municipal;4
2312106;23168439;Rural;Municipal;4
2312106;23168641;Urbana;Municipal;4
2312106;23168668;Rural;Municipal;4
2312106;23221240;Urbana;Privada;4
2312106;23221259;Urbana;Municipal;4
2312205;23032189;Urbana;Municipal;4
2312205;23032359;Rural;Municipal;4
2312205;23032545;Urbana;Municipal;4
2312205;23032553;Rural;Municipal;4
2312205;23032596;Urbana;Municipal;4
2312205;23032758;Urbana;Municipal;4
2312205;23032928;Urbana;Privada;5,3
2312205;23033045;Urbana;Privada;4,8
2312205;23033401;Urbana;Municipal;4
2312205;23033479;Urbana;Municipal;4
2312205;23033576;Rural;Municipal;4
2312205;23033584;Rural;Municipal;4
2312205;23033878;Urbana;Municipal;4
2312205;23033932;Rural;Municipal;9
2312205;23033967;Rural;Municipal;4
2312205;23198885;Rural;Municipal;4
2312205;23219173;Urbana;Municipal;4
2312205;23270764;Urbana;Municipal;9,3
2312304;23010860;Urbana;Municipal;4
2312304;23011009;Urbana;Privada;4,8
2312304;23011173;Rural;Municipal;4
2312304;23011696;Urbana;Privada;4,5
2312304;23214139;Urbana;Privada;4,6
2312304;23545461;Rural;Estadual;4
2312403;23041005;Rural;Municipal;4
2312403;23041021;Urbana;Municipal;4
2312403;23041137;Urbana;Privada;4,5
2312403;23041145;Urbana;Privada;4,3
2312403;23041242;Rural;Municipal;4
2312403;23041250;Urbana;Municipal;4
2312403;23041277;Rural;Municipal;4
2312403;23041307;Urbana;Municipal;4
2312403;23041315;Rural;Municipal;4
2312403;23041463;Rural;Municipal;4
2312403;23041536;Urbana;Privada;4,5
2312403;23041544;Rural;Municipal;4
2312403;23041650;Urbana;Municipal;4
2312403;23187042;Urbana;Municipal;5,5
2312403;23232110;Urbana;Municipal;4
2312403;23244054;Urbana;Municipal;4
2312403;23273569;Urbana;Municipal;9
2312502;23132744;Rural;Municipal;7
2312502;23132833;Urbana;Municipal;4
2312601;23046171;Rural;Municipal;4
2312601;23046201;Urbana;Municipal;4
2312601;23046210;Rural;Municipal;4
2312601;23046376;Urbana;Municipal;4
2312601;23046384;Rural;Municipal;4
2312601;23046457;Urbana;Municipal;4
2312601;23263253;Urbana;Privada;4
2312700;23121599;Urbana;Privada;4,5
2312700;23121602;Urbana;Privada;4
2312700;23121920;Rural;Municipal;4
2312700;23121955;Urbana;Municipal;4
2312700;23121998;Rural;Municipal;4
2312700;23122005;Urbana;Privada;4,4
2312700;23122110;Urbana;Municipal;4
2312700;23122129;Urbana;Municipal;4
2312700;23122277;Rural;Municipal;4
2312700;23122382;Rural;Municipal;4
2312700;23229438;Urbana;Municipal;4
2312700;23264306;Urbana;Municipal;4
2312700;23274255;Urbana;Privada;4,5
2312809;23024275;Urbana;Municipal;4
2312809;23024399;Urbana;Municipal;4
2312809;23236817;Urbana;Municipal;4
2312908;23024585;Urbana;Privada;4,8
2312908;23024690;Urbana;Privada;4,6
2312908;23024780;Urbana;Municipal;4
2312908;23024909;Urbana;Privada;4,4
2312908;23025255;Urbana;Privada;4,5
2312908;23025301;Urbana;Municipal;4
2312908;23025310;Urbana;Privada;4,5
2312908;23025328;Urbana;Municipal;4
2312908;23025379;Urbana;Municipal;4
2312908;23025395;Urbana;Municipal;4
2312908;23025433;Urbana;Municipal;4
2312908;23025492;Urbana;Municipal;4
2312908;23025530;Urbana;Privada;4,3
2312908;23025646;Urbana;Privada;4,7
2312908;23025697;Urbana;Municipal;4
2312908;23025719;Urbana;Municipal;4
2312908;23025743;Urbana;Municipal;4
2312908;23025859;Rural;Municipal;4
2312908;23025913;Rural;Municipal;4
2312908;23026014;Urbana;Municipal;4
2312908;23026081;Urbana;Municipal;4
2312908;23026154;Urbana;Municipal;4
2312908;23026162;Rural;Municipal;4
2312908;23026308;Urbana;Municipal;4
2312908;23026340;Rural;Municipal;4
2312908;23026367;Urbana;Municipal;4
2312908;23026375;Rural;Municipal;4
2312908;23214449;Urbana;Privada;4,5
2312908;23220058;Urbana;Municipal;4
2312908;23220120;Urbana;Municipal;4
2312908;23229152;Urbana;Privada;4,8
2312908;23238119;Urbana;Municipal;4
2312908;23252235;Urbana;Municipal;9
2312908;23258918;Urbana;Municipal;8,8
2312908;23263415;Urbana;Privada;5,3
2312908;23273127;Urbana;Municipal;10
2312908;23273135;Urbana;Municipal;4
2312908;23274492;Urbana;Municipal;9
2312908;23274506;Rural;Municipal;9
2312908;23550988;Urbana;Municipal;9
2313005;23122471;Urbana;Municipal;4
2313005;23122773;Urbana;Municipal;4
2313005;23123141;Urbana;Municipal;4
2313005;23123508;Urbana;Municipal;4
2313005;23187352;Urbana;Municipal;4
2313005;23268840;Urbana;Privada;4,5
2313104;23133074;Urbana;Municipal;4
2313104;23133139;Rural;Municipal;4
2313104;23133198;Rural;Municipal;4
2313104;23133244;Urbana;Municipal;4
2313104;23133490;Rural;Municipal;4
2313104;23133619;Rural;Municipal;4
2313104;23133732;Rural;Municipal;4
2313104;23203382;Urbana;Municipal;4
2313104;23213850;Rural;Municipal;4
2313104;23265043;Urbana;Privada;4,5
2313104;23307013;Urbana;Privada;5
2313203;23093420;Rural;Municipal;4,4
2313203;23093439;Rural;Municipal;4,4
2313203;23093498;Urbana;Municipal;4,3
2313203;23094230;Urbana;Municipal;4,4
2313203;23094346;Urbana;Municipal;4,3
2313203;23094710;Urbana;Municipal;4,4
2313203;23095130;Rural;Municipal;4,4
2313203;23095148;Urbana;Municipal;4,3
2313203;23191333;Urbana;Municipal;4,3
2313203;23251816;Urbana;Municipal;4,4
2313203;23254866;Urbana;Privada;4,3
2313252;23147822;Urbana;Municipal;4
2313252;23147890;Rural;Municipal;4
2313252;23147920;Urbana;Municipal;4
2313252;23147997;Rural;Municipal;4
2313302;23108851;Urbana;Privada;4,5
2313302;23108932;Rural;Municipal;4
2313302;23109238;Urbana;Municipal;4
2313302;23109297;Rural;Municipal;4
2313302;23109564;Rural;Municipal;4
2313302;23109602;Urbana;Municipal;4
2313302;23109742;Urbana;Municipal;4
2313302;23109980;Rural;Municipal;4
2313302;23109998;Rural;Municipal;4
2313302;23110031;Urbana;Municipal;4
2313302;23110287;Urbana;Municipal;4
2313302;23110562;Rural;Municipal;4
2313302;23110589;Rural;Municipal;4
2313302;23110600;Rural;Municipal;4
2313302;23110791;Rural;Municipal;4
2313302;23110929;Rural;Municipal;4
2313302;23111089;Rural;Municipal;4
2313302;23186607;Rural;Municipal;4
2313302;23224428;Urbana;Municipal;4
2313302;23227788;Rural;Municipal;4
2313302;23230053;Rural;Municipal;4
2313302;23258284;Urbana;Municipal;4
2313302;23258292;Urbana;Municipal;4
2313302;23267291;Urbana;Privada;4,5
2313302;23269855;Urbana;Municipal;4,5
2313351;23046520;Rural;Municipal;4,5
2313351;23046554;Rural;Municipal;4,5
2313351;23046651;Rural;Municipal;4,5
2313351;23046686;Rural;Municipal;4,5
2313351;23046708;Rural;Municipal;4,5
2313351;23046740;Rural;Municipal;4,5
2313351;23046775;Rural;Municipal;4,5
2313351;23046805;Rural;Municipal;4,5
2313351;23046830;Rural;Municipal;4,5
2313351;23046953;Urbana;Municipal;4,5
2313351;23046970;Rural;Municipal;4,5
2313351;23047062;Rural;Municipal;4,5
2313351;23267003;Rural;Municipal;4,5
2313401;23011785;Rural;Municipal;4
2313401;23011866;Urbana;Municipal;4,3
2313401;23011912;Urbana;Municipal;4,3
2313401;23012056;Urbana;Municipal;4,3
2313401;23012161;Rural;Municipal;4
2313401;23012200;Rural;Municipal;4,3
2313401;23012587;Rural;Municipal;4,3
2313401;23012706;Urbana;Municipal;4,3
2313401;23012714;Urbana;Privada;4,5
2313401;23012811;Urbana;Municipal;4,3
2313401;23012838;Urbana;Municipal;4,3
2313401;23012862;Urbana;Municipal;4
2313401;23200758;Urbana;Privada;4,3
2313401;23213710;Urbana;Municipal;9
2313401;23222662;Urbana;Municipal;9
2313401;23244682;Urbana;Municipal;4,3
2313401;23246456;Urbana;Privada;4,7
2313401;23248661;Rural;Municipal;4,2
2313401;23271124;Rural;Municipal;9,8
2313401;23273780;Urbana;Municipal;9
2313401;23545089;Urbana;Privada;4,5
2313500;23038519;Rural;Municipal;4
2313500;23038535;Rural;Municipal;4
2313500;23038594;Urbana;Municipal;4
2313500;23038616;Rural;Municipal;4
2313500;23038713;Rural;Municipal;4
2313500;23038845;Urbana;Municipal;4
2313500;23039000;Rural;Municipal;4
2313500;23039221;Rural;Municipal;4
2313500;23039256;Rural;Municipal;4
2313500;23039582;Rural;Municipal;4
2313500;23039779;Rural;Municipal;4
2313500;23039809;Rural;Municipal;4
2313500;23039876;Rural;Municipal;4
2313500;23039949;Urbana;Municipal;4
2313500;23192577;Urbana;Municipal;4
2313500;23206233;Urbana;Municipal;4
2313500;23216808;Rural;Municipal;4
2313500;23216832;Urbana;Municipal;4
2313500;23216891;Urbana;Municipal;4
2313500;23237945;Urbana;Municipal;4
2313500;23237961;Rural;Municipal;4
2313500;23247703;Urbana;Privada;4
2313500;23260297;Rural;Municipal;4
2313559;23042699;Rural;Municipal;4
2313559;23042702;Urbana;Municipal;4
2313559;23042745;Rural;Municipal;4
2313559;23042761;Urbana;Municipal;4
2313559;23042770;Rural;Municipal;4
2313559;23042796;Rural;Municipal;4
2313559;23042842;Rural;Municipal;4
2313559;23042869;Rural;Municipal;4
2313559;23042885;Rural;Municipal;4
2313559;23192593;Rural;Municipal;4
2313559;23206543;Urbana;Municipal;4
2313609;23012978;Urbana;Municipal;4
2313609;23013052;Rural;Municipal;4
2313609;23013095;Urbana;Municipal;4
2313609;23013249;Rural;Municipal;4
2313609;23013290;Rural;Municipal;4
2313609;23013303;Urbana;Municipal;4
2313609;23013311;Rural;Municipal;4
2313609;23013320;Rural;Municipal;4
2313609;23013346;Rural;Municipal;4
2313609;23013397;Rural;Municipal;4
2313609;23013427;Rural;Municipal;4
2313609;23013524;Urbana;Privada;4,8
2313609;23013540;Rural;Municipal;4
2313609;23013630;Rural;Municipal;4
2313609;23013710;Urbana;Municipal;4
2313609;23013745;Rural;Municipal;4
2313609;23013753;Urbana;Municipal;4
2313609;23246790;Urbana;Privada;4,5
2313609;23249404;Urbana;Municipal;4
2313708;23151277;Rural;Municipal;3,8
2313708;23151285;Rural;Municipal;3,8
2313708;23151455;Urbana;Municipal;3,7
2313708;23151536;Urbana;Municipal;3,8
2313757;23043121;Urbana;Municipal;4
2313757;23043350;Rural;Municipal;4
2313757;23043466;Rural;Municipal;4
2313757;23253479;Urbana;Privada;4,3
2313807;23043857;Urbana;Municipal;4
2313807;23043903;Rural;Municipal;4
2313807;23043911;Rural;Municipal;4
2313807;23043946;Rural;Municipal;4
2313807;23043997;Urbana;Municipal;4
2313807;23044004;Rural;Municipal;4
2313807;23044020;Rural;Municipal;4
2313807;23044055;Urbana;Municipal;4
2313807;23044098;Rural;Municipal;4
2313807;23216387;Urbana;Municipal;4
2313807;23244585;Urbana;Privada;4,5
2313807;23260769;Rural;Municipal;4
2313906;23016612;Urbana;Municipal;4
2313906;23016728;Rural;Municipal;4
2313906;23016744;Rural;Municipal;3,5
2313906;23260327;Rural;Municipal;4
2313955;23030453;Urbana;Municipal;4
2313955;23030470;Urbana;Privada;5,3
2313955;23030542;Urbana;Municipal;4
2313955;23030658;Urbana;Municipal;4
2313955;23237139;Rural;Municipal;4
2313955;23272813;Urbana;Privada;4
2313955;23285818;Urbana;Municipal;4
2314003;23148160;Urbana;Municipal;4
2314003;23148217;Urbana;Municipal;4
2314003;23148330;Urbana;Municipal;4
2314003;23148454;Rural;Municipal;4
2314003;23148772;Urbana;Municipal;4
2314003;23148870;Urbana;Municipal;4
2314003;23148950;Rural;Municipal;4
2314003;23148993;Urbana;Municipal;4
2314003;23149116;Rural;Municipal;4
2314003;23149167;Rural;Municipal;4
2314003;23180323;Urbana;Privada;4,5
2314003;23180439;Urbana;Municipal;4
2314003;23236671;Urbana;Privada;4,5
2314003;23239980;Urbana;Municipal;4
2314003;23461900;Urbana;Municipal;4
2314102;23013770;Urbana;Municipal;4,3
2314102;23013842;Rural;Municipal;4,3
2314102;23013877;Rural;Municipal;4,3
2314102;23013885;Rural;Municipal;4,3
2314102;23014008;Rural;Municipal;4,3
2314102;23014024;Rural;Municipal;4,3
2314102;23014040;Rural;Municipal;4,3
2314102;23014105;Rural;Municipal;4,3
2314102;23014113;Urbana;Municipal;4,3
2314102;23014148;Urbana;Municipal;4,3
2314102;23014164;Urbana;Municipal;3,3
2314102;23014423;Rural;Municipal;4,3
2314102;23014482;Rural;Municipal;4,3
2314102;23014504;Rural;Municipal;4,3
2314102;23014598;Urbana;Municipal;4,3
2314102;23014652;Urbana;Municipal;4,3
2314102;23014695;Rural;Municipal;4,3
2314102;23014733;Urbana;Municipal;4,3
2314102;23014792;Rural;Municipal;4,3
2314102;23014822;Rural;Municipal;4,3
2314102;23014903;Rural;Municipal;4,3
2314102;23014920;Urbana;Municipal;4,3
2314102;23014938;Rural;Municipal;4,3
2314102;23015020;Urbana;Municipal;4,3
2314102;23015101;Urbana;Municipal;4,3
2314102;23015128;Rural;Municipal;4,3
2314102;23015136;Rural;Municipal;4,3
2314102;23178787;Rural;Municipal;4,3
2314102;23218045;Rural;Municipal;4,3
2314102;23218096;Rural;Municipal;4,3
2314102;23218223;Rural;Municipal;4,3
2314102;23241373;Rural;Municipal;4,3
2314102;23260238;Urbana;Municipal;4,3
2314102;23273917;Urbana;Privada;4,3
2314102;23500000;Urbana;Privada;4,3
2400109;24034410;Urbana;Estadual;4,5
2400109;24034843;Urbana;Municipal;4,5
2400208;24009296;Urbana;Privada;4,5
2400208;24009300;Urbana;Privada;4,5
2400208;24009318;Urbana;Privada;5,3
2400208;24009369;Urbana;Estadual;4,5
2400208;24009377;Urbana;Estadual;9,7
2400208;24009385;Urbana;Estadual;4,5
2400208;24009725;Rural;Municipal;4,3
2400208;24009768;Rural;Municipal;4,3
2400208;24009806;Rural;Municipal;4,5
2400208;24009830;Urbana;Municipal;4,5
2400208;24066052;Urbana;Municipal;4,5
2400208;24068306;Urbana;Privada;4,5
2400307;24026085;Urbana;Municipal;4,5
2400307;24026131;Urbana;Estadual;4,5
2400307;24068080;Rural;Municipal;3,5
2400307;24072079;Rural;Municipal;4,5
2400307;24082287;Urbana;Privada;4,5
2400406;24012351;Urbana;Municipal;4,5
2400406;24064238;Urbana;Estadual;4,5
2400505;24015792;Urbana;Municipal;4,3
2400505;24015814;Urbana;Estadual;4,5
2400505;24015822;Urbana;Estadual;8,5
2400505;24016209;Urbana;Municipal;4,3
2400604;24021504;Urbana;Estadual;4,5
2400703;24010081;Urbana;Estadual;4,5
2400703;24010138;Urbana;Municipal;8,7
2400703;24010197;Rural;Municipal;8
2400703;24010200;Rural;Municipal;4,5
