municipio;esfera;rend_medio_bruto_2018
Clevelândia;Municipal;1830,588
Colombo;Municipal;3755,999
Colorado;Municipal;3345,464
Congonhinhas;Municipal;5771,64
Conselheiro Mairinck;Municipal;
Contenda;Municipal;3676,866
Corbélia;Municipal;3599,313
Cornélio Procópio;Municipal;3910,953
Coronel Domingos Soares;Municipal;
Coronel Vivida;Municipal;2941,284
Corumbataí do Sul;Municipal;5076,441
Cruzeiro do Iguaçu;Municipal;4236,323
Cruzeiro do Oeste;Municipal;3401,831
Cruzeiro do Sul;Municipal;4443,131
Cruz Machado;Municipal;6116,478
Cruzmaltina;Municipal;4183,499
Curitiba;Municipal;5655,364
Curiúva;Municipal;4871,351
Diamante do Norte;Municipal;4970,586
Diamante do Sul;Municipal;3182,266
Diamante D'Oeste;Municipal;3089,484
Dois Vizinhos;Municipal;4636,193
Douradina;Municipal;2803,649
Doutor Camargo;Municipal;4244,709
Enéas Marques;Municipal;4549,233
Engenheiro Beltrão;Municipal;5444,863
Esperança Nova;Municipal;4462,406
Entre Rios do Oeste;Municipal;3689,765
Espigão Alto do Iguaçu;Municipal;3913,547
Farol;Municipal;3887,863
Faxinal;Municipal;3906,044
Fazenda Rio Grande;Municipal;3654,039
Fênix;Municipal;4381,443
Fernandes Pinheiro;Municipal;3956,646
Figueira;Municipal;4677,435
Floraí;Municipal;3321,877
Flor da Serra do Sul;Municipal;5061,096
Floresta;Municipal;3125,297
Florestópolis;Municipal;4405,137
Flórida;Municipal;4459,747
Formosa do Oeste;Municipal;2902,747
Foz do Iguaçu;Municipal;5624,356
Francisco Alves;Municipal;3796,682
Francisco Beltrão;Municipal;5028,8
Foz do Jordão;Municipal;3249,463
General Carneiro;Municipal;4110,992
Godoy Moreira;Municipal;3702,801
Goioerê;Municipal;3776,619
Goioxim;Municipal;5029,454
Grandes Rios;Municipal;4313,488
Guaíra;Municipal;5170,739
Guairaçá;Municipal;5204,793
Guamiranga;Municipal;2651,746
Guapirama;Municipal;2061,287
Guaporema;Municipal;3175,942
Guaraci;Municipal;3814,118
Guaraniaçu;Municipal;3100,878
Guarapuava;Municipal;3759,476
Guaraqueçaba;Municipal;2817,434
Guaratuba;Municipal;4333,268
Honório Serpa;Municipal;5409,855
Ibaiti;Municipal;3303,943
Ibema;Municipal;4266,468
Ibiporã;Municipal;3742,227
Icaraíma;Municipal;3487,181
Iguaraçu;Municipal;3497,998
Iguatu;Municipal;2741,914
Imbaú;Municipal;3958,968
Imbituva;Municipal;3916,502
Inácio Martins;Municipal;2080,216
Inajá;Municipal;3641,03
Indianópolis;Municipal;3412,323
Ipiranga;Municipal;4360,663
Iporã;Municipal;3387,494
Iracema do Oeste;Municipal;3597,378
Irati;Municipal;4484,902
Iretama;Municipal;4870,073
Itaguajé;Municipal;3877,652
Itaipulândia;Municipal;4428,25
Itambaracá;Municipal;4534,448
Itambé;Municipal;3735,766
Itapejara d'Oeste;Municipal;2499,184
Itaperuçu;Municipal;3514,717
Itaúna do Sul;Municipal;3886,346
Ivaí;Municipal;5733,576
Ivaiporã;Municipal;4214,259
Ivaté;Municipal;4153,687
Ivatuba;Municipal;3562,875
Jaboti;Municipal;3973,121
Jacarezinho;Municipal;4098,686
Jaguapitã;Municipal;3876,486
Jaguariaíva;Municipal;3780,534
Jandaia do Sul;Municipal;3091,927
Janiópolis;Municipal;5454,957
Japira;Municipal;2425,231
Japurá;Municipal;3698,756
Jardim Alegre;Municipal;4587,553
Jardim Olinda;Municipal;3341,647
Jataizinho;Municipal;3709,696
Jesuítas;Municipal;3536,866
Joaquim Távora;Municipal;5938,981
Jundiaí do Sul;Municipal;4392,135
Juranda;Municipal;4137,951
Jussara;Municipal;3630,104
Kaloré;Municipal;3234,122
Lapa;Municipal;4844,814
Laranjal;Municipal;1565,719
Laranjeiras do Sul;Municipal;5060,766
Leópolis;Municipal;3984,732
Lidianópolis;Municipal;4001,84
Lindoeste;Municipal;3585,675
Loanda;Municipal;3944,457
Lobato;Municipal;3774,828
Londrina;Municipal;6176,612
Luiziana;Municipal;3484,853
Lunardelli;Municipal;4027,381
Lupionópolis;Municipal;3819,248
Mallet;Municipal;3961,956
Mamborê;Municipal;4282,09
Mandaguaçu;Municipal;3545,091
Mandaguari;Municipal;4284,067
Mandirituba;Municipal;3034,804
Manfrinópolis;Municipal;5669,139
Mangueirinha;Municipal;4187,858
Manoel Ribas;Municipal;3936,203
Marechal Cândido Rondon;Municipal;4586,899
Maria Helena;Municipal;3323,18
Marialva;Municipal;4899,485
Marilândia do Sul;Municipal;3540,221
Marilena;Municipal;3622,944
Mariluz;Municipal;3869,291
Maringá;Municipal;3331,429
Mariópolis;Municipal;1881,921
Maripá;Municipal;3565,218
Marmeleiro;Municipal;2823,358
Marquinho;Municipal;4942,088
Marumbi;Municipal;3697,158
Matelândia;Municipal;3887,38
Matinhos;Municipal;2461,626
Mato Rico;Municipal;2677,013
Mauá da Serra;Municipal;3956,612
Medianeira;Municipal;4512,32
Mercedes;Municipal;3582,195
Mirador;Municipal;3478,217
Miraselva;Municipal;3555,611
Missal;Municipal;4079,085
Moreira Sales;Municipal;2320,487
Morretes;Municipal;5328,637
Munhoz de Melo;Municipal;4138,074
Nossa Senhora das Graças;Municipal;4142,521
Nova Aliança do Ivaí;Municipal;3904,708
Nova América da Colina;Municipal;5044,644
Nova Aurora;Municipal;3593,136
Nova Cantu;Municipal;4847,855
Nova Esperança;Municipal;5276,116
Nova Esperança do Sudoeste;Municipal;2878,748
Nova Fátima;Municipal;4287,24
Nova Laranjeiras;Municipal;5149,381
Nova Londrina;Municipal;3392,131
Nova Olímpia;Municipal;4113,544
Nova Santa Bárbara;Municipal;3768,913
Nova Santa Rosa;Municipal;4896,36
Nova Prata do Iguaçu;Municipal;2576,244
Nova Tebas;Municipal;2519,341
Novo Itacolomi;Municipal;3924,322
Ortigueira;Municipal;4362,514
Ourizona;Municipal;5226,872
Ouro Verde do Oeste;Municipal;3222,777
Paiçandu;Municipal;4927,498
Palmas;Municipal;4187,46
Palmeira;Municipal;4993,861
Palmital;Municipal;3823,672
Palotina;Municipal;3998,641
Paraíso do Norte;Municipal;3441,702
Paranacity;Municipal;4300,36
Paranaguá;Municipal;5373,692
Paranapoema;Municipal;3289,182
Paranavaí;Municipal;3819,841
Pato Bragado;Municipal;4875,277
Pato Branco;Municipal;6023,797
Paula Freitas;Municipal;3435,964
Paulo Frontin;Municipal;4992,063
Peabiru;Municipal;4013,951
Perobal;Municipal;3631,158
Pérola;Municipal;3854,454
Pérola d'Oeste;Municipal;5056,214
Piên;Municipal;4958,056
Pinhais;Municipal;4990,822
Pinhalão;Municipal;3515,976
Pinhal de São Bento;Municipal;4323,523
Pinhão;Municipal;3206,592
Piraí do Sul;Municipal;4790,776
Piraquara;Municipal;5181,994
Pitanga;Municipal;4889,505
Pitangueiras;Municipal;4139,593
Planaltina do Paraná;Municipal;3409,879
Planalto;Municipal;4162,376
Ponta Grossa;Municipal;4043,162
Pontal do Paraná;Municipal;4184,12
Porecatu;Municipal;3666,201
Porto Amazonas;Municipal;4599,42
Porto Barreiro;Municipal;4327,051
Porto Rico;Municipal;2129,38
Porto Vitória;Municipal;6879,429
Prado Ferreira;Municipal;3628,63
Pranchita;Municipal;5182,821
Presidente Castelo Branco;Municipal;5248,191
Primeiro de Maio;Municipal;3850,157
Prudentópolis;Municipal;4842,824
Quarto Centenário;Municipal;3912,103
Quatiguá;Municipal;4653,871
Quatro Barras;Municipal;3562,06
Quatro Pontes;Municipal;2591,135
Quedas do Iguaçu;Municipal;4074,27
Querência do Norte;Municipal;5940,297
Quinta do Sol;Municipal;2735,686
Quitandinha;Municipal;3747,427
Ramilândia;Municipal;2425,453
Rancho Alegre;Municipal;3853,462
Rancho Alegre D'Oeste;Municipal;4619,557
Realeza;Municipal;
Rebouças;Municipal;4379,924
Renascença;Municipal;2635,337
Reserva;Municipal;4525,242
Reserva do Iguaçu;Municipal;4416,635
Ribeirão Claro;Municipal;5187,541
Ribeirão do Pinhal;Municipal;4257,391
Rio Azul;Municipal;4019,107
Rio Bom;Municipal;2670,585
Rio Bonito do Iguaçu;Municipal;4841,464
Rio Branco do Ivaí;Municipal;3847,658
Rio Branco do Sul;Municipal;2492,899
Rio Negro;Municipal;3425,445
Rolândia;Municipal;3026,729
Roncador;Municipal;4167,103
Rondon;Municipal;4236,698
Rosário do Ivaí;Municipal;4650,962
Sabáudia;Municipal;5011,03
Salgado Filho;Municipal;4566,747
Salto do Itararé;Municipal;1885,085
Salto do Lontra;Municipal;2001,833
Santa Amélia;Municipal;2943,193
Santa Cecília do Pavão;Municipal;3146,498
Santa Cruz de Monte Castelo;Municipal;3811,775
Santa Fé;Municipal;4248,608
Santa Helena;Municipal;3781,734
Santa Inês;Municipal;3990,478
Santa Isabel do Ivaí;Municipal;4199,764
Santa Izabel do Oeste;Municipal;4330,763
Santa Lúcia;Municipal;4526,908
Santa Maria do Oeste;Municipal;2696,684
Santa Mariana;Municipal;3998,274
Santa Mônica;Municipal;3104,588
Santana do Itararé;Municipal;3614,082
Santa Tereza do Oeste;Municipal;3348,087
Santa Terezinha de Itaipu;Municipal;2305,806
Santo Antônio da Platina;Municipal;4764,624
Santo Antônio do Caiuá;Municipal;2640,943
Santo Antônio do Paraíso;Municipal;3564,871
Santo Antônio do Sudoeste;Municipal;4772,35
Santo Inácio;Municipal;5922,387
São Carlos do Ivaí;Municipal;2808,282
São Jerônimo da Serra;Municipal;4127,811
São João;Municipal;4742,18
São João do Caiuá;Municipal;3001,288
São João do Ivaí;Municipal;4068,833
São João do Triunfo;Municipal;4499,905
São Jorge d'Oeste;Municipal;4318,517
São Jorge do Ivaí;Municipal;3956,4
São Jorge do Patrocínio;Municipal;4027,766
São José da Boa Vista;Municipal;4080,861
São José das Palmeiras;Municipal;2921,539
São José dos Pinhais;Municipal;7479,592
São Manoel do Paraná;Municipal;4220,164
São Mateus do Sul;Municipal;4911,089
São Miguel do Iguaçu;Municipal;4126,981
São Pedro do Iguaçu;Municipal;2874,424
São Pedro do Ivaí;Municipal;4707,525
São Pedro do Paraná;Municipal;3395,1
São Sebastião da Amoreira;Municipal;4278,905
São Tomé;Municipal;4666,858
Sapopema;Municipal;4075,634
Sarandi;Municipal;3588,41
Saudade do Iguaçu;Municipal;4113,83
Sengés;Municipal;3109,184
Serranópolis do Iguaçu;Municipal;3525,345
Sertaneja;Municipal;3778,666
Sertanópolis;Municipal;4376,007
Siqueira Campos;Municipal;3454,256
Sulina;Municipal;2296,907
Tamarana;Municipal;4870,802
Tamboara;Municipal;2182,718
Tapejara;Municipal;4139,954
Tapira;Municipal;4150,787
Teixeira Soares;Municipal;4556,76
Telêmaco Borba;Municipal;3803,311
Terra Boa;Municipal;4033,759
Terra Rica;Municipal;3851,074
Terra Roxa;Municipal;5383,112
Tibagi;Municipal;5144,872
Tijucas do Sul;Municipal;5467,346
Toledo;Municipal;4220,43
Tomazina;Municipal;4778,592
Três Barras do Paraná;Municipal;4962,005
Tunas do Paraná;Municipal;3068,129
Tuneiras do Oeste;Municipal;4164,029
Tupãssi;Municipal;2057,851
Turvo;Municipal;4806,99
Ubiratã;Municipal;2690,554
Umuarama;Municipal;5206,615
União da Vitória;Municipal;5343,46
Uniflor;Municipal;3204,588
Uraí;Municipal;4241,265
Wenceslau Braz;Municipal;2577,171
Ventania;Municipal;2477,478
Vera Cruz do Oeste;Municipal;2858,581
Verê;Municipal;5299,683
Alto Paraíso;Municipal;5097,758
Doutor Ulysses;Municipal;3618,529
Virmond;Municipal;3687,155
Vitorino;Municipal;3246,094
Xambrê;Municipal;4200,912
Abdon Batista;Municipal;3707,704
Abelardo Luz;Municipal;4480,688
Agrolândia;Municipal;4146,137
Agronômica;Municipal;3848,322
Água Doce;Municipal;4553,542
Águas de Chapecó;Municipal;3832,565
Águas Frias;Municipal;3782,099
Águas Mornas;Municipal;3146,37
Alfredo Wagner;Municipal;2919,05
Alto Bela Vista;Municipal;4335,115
Anchieta;Municipal;4683,299
Angelina;Municipal;3479,797
Anita Garibaldi;Municipal;3961,847
Anitápolis;Municipal;2104,833
Antônio Carlos;Municipal;3372,437
Apiúna;Municipal;3110,815
Arabutã;Municipal;4629,926
Araquari;Municipal;3547,631
Araranguá;Municipal;5692,284
Armazém;Municipal;2872,897
Arroio Trinta;Municipal;3482,142
Arvoredo;Municipal;3710,209
Ascurra;Municipal;4214,826
Atalanta;Municipal;4009,927
Aurora;Municipal;3295,865
Balneário Arroio do Silva;Municipal;3814,14
Balneário Camboriú;Municipal;5221,058
Balneário Barra do Sul;Municipal;2899,062
Balneário Gaivota;Municipal;4005,004
Bandeirante;Municipal;3347,979
Barra Bonita;Municipal;3634,355
Barra Velha;Municipal;3118,863
Bela Vista do Toldo;Municipal;3935,994
Belmonte;Municipal;4034,955
Benedito Novo;Municipal;3110,952
Biguaçu;Municipal;4397,573
Blumenau;Municipal;4009,699
Bocaina do Sul;Municipal;2615,053
Bombinhas;Municipal;4632,084
Bom Jardim da Serra;Municipal;2218,514
Bom Jesus;Municipal;3911,205
Bom Jesus do Oeste;Municipal;4042,373
Bom Retiro;Municipal;3764,543
Botuverá;Municipal;3461,713
Braço do Norte;Municipal;3956,677
Braço do Trombudo;Municipal;3427,543
Brunópolis;Municipal;3202,411
Brusque;Municipal;3414,536
Caçador;Municipal;4807,977
Caibi;Municipal;4129,855
Calmon;Municipal;2062,409
Camboriú;Municipal;4704,947
Capão Alto;Municipal;4348,392
Campo Alegre;Municipal;3417,505
Campo Belo do Sul;Municipal;2674,169
Campo Erê;Municipal;3275,658
Campos Novos;Municipal;3493,692
Canelinha;Municipal;2739,261
Canoinhas;Municipal;3960,504
Capinzal;Municipal;3700,904
Capivari de Baixo;Municipal;3179,114
Catanduvas;Municipal;5155,699
Caxambu do Sul;Municipal;5412,377
Celso Ramos;Municipal;3371,118
Cerro Negro;Municipal;2318,273
Chapadão do Lageado;Municipal;3055,346
Chapecó;Municipal;4508,539
Cocal do Sul;Municipal;3925,096
Concórdia;Municipal;3912,181
Cordilheira Alta;Municipal;3658,254
Coronel Freitas;Municipal;5127,247
Coronel Martins;Municipal;4855,645
Corupá;Municipal;3958,444
Correia Pinto;Municipal;3192,254
Criciúma;Municipal;5924,875
Cunha Porã;Municipal;3498,009
Cunhataí;Municipal;3475,527
Curitibanos;Municipal;3414,82
Descanso;Municipal;3110,808
Dionísio Cerqueira;Municipal;3767,236
Dona Emma;Municipal;3812,635
Doutor Pedrinho;Municipal;4233,846
Entre Rios;Municipal;2912,649
Ermo;Municipal;3034,177
Erval Velho;Municipal;3467,792
Faxinal dos Guedes;Municipal;3495,584
Flor do Sertão;Municipal;4137,874
Florianópolis;Municipal;5475,036
Formosa do Sul;Municipal;3820,163
Forquilhinha;Municipal;4224,704
Fraiburgo;Municipal;4545,995
Frei Rogério;Municipal;3137,445
Galvão;Municipal;4611,494
Garopaba;Municipal;2862,525
Garuva;Municipal;3940,042
Gaspar;Municipal;3976,12
Governador Celso Ramos;Municipal;3660,159
Grão Pará;Municipal;3156,71
Gravatal;Municipal;2978,178
Guabiruba;Municipal;3421,795
Guaraciaba;Municipal;3699,449
Guaramirim;Municipal;4494,503
Guarujá do Sul;Municipal;3275,349
Guatambú;Municipal;3458,393
Herval d'Oeste;Municipal;3668,539
Ibiam;Municipal;6672,384
Ibicaré;Municipal;3825,736
Ibirama;Municipal;2888,695
Içara;Municipal;4941,634
Ilhota;Municipal;3466,677
Imaruí;Municipal;3073,622
Imbituba;Municipal;2612,856
Imbuia;Municipal;3220,797
Indaial;Municipal;3674,827
Iomerê;Municipal;3494,076
Ipira;Municipal;3692,786
Iporã do Oeste;Municipal;4816,783
Ipuaçu;Municipal;4352,707
Ipumirim;Municipal;4669,656
Iraceminha;Municipal;4232,194
Irani;Municipal;4852,84
Irati;Municipal;3773,882
Irineópolis;Municipal;3392,867
Itá;Municipal;4500,841
Itaiópolis;Municipal;4162,283
Itajaí;Municipal;5191,145
Itapema;Municipal;4609,597
Itapiranga;Municipal;3917,764
Itapoá;Municipal;4377,157
Ituporanga;Municipal;3935,081
Jaborá;Municipal;4282,395
Jacinto Machado;Municipal;3577,718
Jaguaruna;Municipal;4338,754
Jaraguá do Sul;Municipal;5267,504
Jardinópolis;Municipal;3778,528
Joaçaba;Municipal;4435,401
Joinville;Municipal;5772,335
José Boiteux;Municipal;3726,911
Jupiá;Municipal;3830,778
Lacerdópolis;Municipal;3891,272
Lages;Municipal;3557,955
Laguna;Municipal;2600,618
Lajeado Grande;Municipal;3079,641
Laurentino;Municipal;4212,183
Lauro Müller;Municipal;3788,294
Lebon Régis;Municipal;3885,48
Leoberto Leal;Municipal;3010,186
Lindóia do Sul;Municipal;3751,798
Lontras;Municipal;3362,603
Luiz Alves;Municipal;3385,704
Luzerna;Municipal;3612,477
Macieira;Municipal;2930,27
Mafra;Municipal;5473,808
Major Gercino;Municipal;2954,821
Major Vieira;Municipal;3780,271
Maracajá;Municipal;3461,653
Maravilha;Municipal;4693,564
Marema;Municipal;3226,248
Massaranduba;Municipal;2819,173
Matos Costa;Municipal;4061,297
Meleiro;Municipal;3880,445
Mirim Doce;Municipal;3739,55
Modelo;Municipal;4256,699
Mondaí;Municipal;3977,2
Monte Carlo;Municipal;2780,714
Monte Castelo;Municipal;2899,713
Morro da Fumaça;Municipal;5243,948
Morro Grande;Municipal;5284,513
Navegantes;Municipal;5279,274
Nova Erechim;Municipal;4731,961
Nova Itaberaba;Municipal;4077,198
Nova Trento;Municipal;3299,484
Nova Veneza;Municipal;4388,346
Novo Horizonte;Municipal;4637,901
Orleans;Municipal;3740,609
Otacílio Costa;Municipal;4140,416
Ouro;Municipal;2570,456
Ouro Verde;Municipal;4372,448
Paial;Municipal;5041,479
Painel;Municipal;3521,345
Palhoça;Municipal;3024,965
Palma Sola;Municipal;3279,317
Palmeira;Municipal;3357,862
Palmitos;Municipal;3803,348
Papanduva;Municipal;4055,129
Paraíso;Municipal;3675,022
Passo de Torres;Municipal;3330,865
Passos Maia;Municipal;3129,636
Paulo Lopes;Municipal;3341,152
Pedras Grandes;Municipal;2923,432
Penha;Municipal;3247,897
Peritiba;Municipal;3472,253
Pescaria Brava;Municipal;2444,886
Petrolândia;Municipal;3846,317
Balneário Piçarras;Municipal;3756,413
Pinhalzinho;Municipal;4421,338
Pinheiro Preto;Municipal;3513,126
Piratuba;Municipal;3632,534
Planalto Alegre;Municipal;4774,159
Pomerode;Municipal;4488,082
Ponte Alta;Municipal;4211,859
Ponte Alta do Norte;Municipal;2668,731
Ponte Serrada;Municipal;4339,357
Porto Belo;Municipal;4682,314
Porto União;Municipal;5247,302
Pouso Redondo;Municipal;2747,866
Praia Grande;Municipal;3308,727
Presidente Castello Branco;Municipal;3247,633
Presidente Getúlio;Municipal;4197,565
Presidente Nereu;Municipal;2817,508
Princesa;Municipal;3791,411
Quilombo;Municipal;4026,414
Rancho Queimado;Municipal;3516,038
Rio das Antas;Municipal;3438,262
Rio do Campo;Municipal;3378,57
Rio do Oeste;Municipal;5048,743
Rio dos Cedros;Municipal;3098,458
Rio do Sul;Municipal;4880,059
Rio Fortuna;Municipal;5416,092
Rio Negrinho;Municipal;4038,559
Rio Rufino;Municipal;3426,304
Riqueza;Municipal;4121,981
Rodeio;Municipal;3557,426
Romelândia;Municipal;3763,502
Salete;Municipal;3789,567
Saltinho;Municipal;3858,383
Salto Veloso;Municipal;3797,685
Sangão;Municipal;3549,778
Santa Cecília;Municipal;3606,074
Santa Helena;Municipal;4193,056
Santa Rosa de Lima;Municipal;3780,468
Santa Rosa do Sul;Municipal;2764,459
Santa Terezinha;Municipal;4974,627
Santa Terezinha do Progresso;Municipal;3449,641
Santiago do Sul;Municipal;3743,873
Santo Amaro da Imperatriz;Municipal;3380,047
São Bernardino;Municipal;3216,45
São Bento do Sul;Municipal;3587,836
São Bonifácio;Municipal;2836,421
São Carlos;Municipal;3867,006
São Cristóvão do Sul;Municipal;3042,588
São Domingos;Municipal;3237,71
São Francisco do Sul;Municipal;3508,878
São João do Oeste;Municipal;4130,56
São João Batista;Municipal;3960,714
São João do Itaperiú;Municipal;2468,17
São João do Sul;Municipal;3321,801
São Joaquim;Municipal;1712,564
São José;Municipal;4076,974
São José do Cedro;Municipal;4096,362
São José do Cerrito;Municipal;2931,801
São Lourenço do Oeste;Municipal;3985,585
São Ludgero;Municipal;4502,447
São Martinho;Municipal;3897,286
São Miguel da Boa Vista;Municipal;4175,875
São Miguel do Oeste;Municipal;3196,868
São Pedro de Alcântara;Municipal;4360,288
Saudades;Municipal;4154,46
Schroeder;Municipal;3666,953
Seara;Municipal;4645,22
Serra Alta;Municipal;4150,165
Siderópolis;Municipal;4691,028
Sombrio;Municipal;4654,894
Sul Brasil;Municipal;3735,867
Taió;Municipal;3887,116
Tangará;Municipal;3555,592
Tigrinhos;Municipal;4546,047
Tijucas;Municipal;4608,803
Timbé do Sul;Municipal;2194,61
Timbó;Municipal;3879,195
Timbó Grande;Municipal;3298,409
Três Barras;Municipal;3730,818
Treviso;Municipal;3763,587
Treze de Maio;Municipal;2686,918
Treze Tílias;Municipal;4164,296
Trombudo Central;Municipal;5365,33
Tubarão;Municipal;4436,073
Tunápolis;Municipal;3483,328
Turvo;Municipal;3733,024
União do Oeste;Municipal;4246,535
Urubici;Municipal;3898,942
Urupema;Municipal;2794,261
Urussanga;Municipal;4736,809
Vargeão;Municipal;4454,691
Vargem;Municipal;1997,365
Vargem Bonita;Municipal;4694,232
Vidal Ramos;Municipal;3439,781
Videira;Municipal;3860,259
Vitor Meireles;Municipal;3841,855
Witmarsum;Municipal;3973,902
Xanxerê;Municipal;4850,047
Xavantina;Municipal;3871,11
Xaxim;Municipal;4396,565
Zortéa;Municipal;3795,739
Balneário Rincão;Municipal;3244,745
Aceguá;Municipal;5388,155
Água Santa;Municipal;4957,768
Agudo;Municipal;6243,998
Ajuricaba;Municipal;4321,33
Alecrim;Municipal;3896,128
Alegrete;Municipal;6082,068
Alegria;Municipal;5888,396
Almirante Tamandaré do Sul;Municipal;4941,443
Alpestre;Municipal;6053,563
Alto Alegre;Municipal;4281,763
Alto Feliz;Municipal;4452,468
Alvorada;Municipal;4482,795
Amaral Ferrador;Municipal;3403,23
Ametista do Sul;Municipal;4729,578
André da Rocha;Municipal;5256,969
Anta Gorda;Municipal;5250,756
Antônio Prado;Municipal;5445,772
Arambaré;Municipal;2551,739
Araricá;Municipal;4400,213
Aratiba;Municipal;3637,043
Arroio do Meio;Municipal;5613,897
Arroio do Sal;Municipal;4328,923
Arroio do Padre;Municipal;3894,281
Arroio dos Ratos;Municipal;4886,555
Arroio do Tigre;Municipal;3927,122
Arroio Grande;Municipal;5414,768
Arvorezinha;Municipal;4704,551
Augusto Pestana;Municipal;4777,202
Áurea;Municipal;3734,751
Bagé;Municipal;5924,362
Balneário Pinhal;Municipal;4233,516
Barão;Municipal;4739,497
Barão de Cotegipe;Municipal;3802,505
Barão do Triunfo;Municipal;5562,901
Barracão;Municipal;3709,264
Barra do Guarita;Municipal;3538,971
Barra do Quaraí;Municipal;4325,393
Barra do Ribeiro;Municipal;4241,646
Barra do Rio Azul;Municipal;4361,112
Barra Funda;Municipal;5603,311
Barros Cassal;Municipal;3325,307
Benjamin Constant do Sul;Municipal;3332,751
Bento Gonçalves;Municipal;6719,308
Boa Vista das Missões;Municipal;5053,568
Boa Vista do Buricá;Municipal;4249,372
Boa Vista do Cadeado;Municipal;5907,385
Boa Vista do Incra;Municipal;4538,999
Boa Vista do Sul;Municipal;9148,645
Bom Jesus;Municipal;4559,781
Bom Princípio;Municipal;4115,304
Bom Progresso;Municipal;2744,063
Bom Retiro do Sul;Municipal;3913,757
Boqueirão do Leão;Municipal;5052,191
Bossoroca;Municipal;4032,662
Bozano;Municipal;6399,155
Braga;Municipal;3717,149
Brochier;Municipal;5294,076
Butiá;Municipal;4607,784
Caçapava do Sul;Municipal;5591,131
Cacequi;Municipal;3480,548
Cachoeira do Sul;Municipal;3781,52
Cachoeirinha;Municipal;7805,41
Cacique Doble;Municipal;3365,714
Caibaté;Municipal;4287,941
Caiçara;Municipal;4456,502
Camaquã;Municipal;5338,978
Camargo;Municipal;3626,492
Cambará do Sul;Municipal;3761,209
Campestre da Serra;Municipal;3636,723
Campina das Missões;Municipal;3546,598
Campinas do Sul;Municipal;4472,756
Campo Bom;Municipal;3843,687
Campo Novo;Municipal;5353,18
Campos Borges;Municipal;4131,151
Candelária;Municipal;6953,798
Cândido Godói;Municipal;2815,484
Candiota;Municipal;8893,341
Canela;Municipal;5474,638
Canguçu;Municipal;4504,744
Canoas;Municipal;5740,696
Canudos do Vale;Municipal;2594,377
Capão Bonito do Sul;Municipal;5297,174
Capão da Canoa;Municipal;6169,605
Capão do Cipó;Municipal;5695,161
Capão do Leão;Municipal;4923,703
Capivari do Sul;Municipal;5303,191
Capela de Santana;Municipal;4029,763
Capitão;Municipal;3855,678
Carazinho;Municipal;5672,165
Caraá;Municipal;5055,452
Carlos Barbosa;Municipal;6968,71
Carlos Gomes;Municipal;3508,503
Casca;Municipal;3931,285
Caseiros;Municipal;4729,288
Catuípe;Municipal;3279,226
Caxias do Sul;Municipal;9009,523
Centenário;Municipal;3232,634
Cerrito;Municipal;3750,167
Cerro Branco;Municipal;5118,527
Cerro Grande;Municipal;3802,176
Cerro Grande do Sul;Municipal;5306,152
Cerro Largo;Municipal;5470,774
Chapada;Municipal;5063,778
Charqueadas;Municipal;6169,082
Charrua;Municipal;5074,95
Chiapetta;Municipal;3878,849
Chuí;Municipal;2706,098
Chuvisca;Municipal;3311,91
Cidreira;Municipal;3719,42
Ciríaco;Municipal;
Colinas;Municipal;5725,738
Colorado;Municipal;3658,575
Condor;Municipal;5204,436
Constantina;Municipal;4868,241
Coqueiro Baixo;Municipal;4401,088
Coqueiros do Sul;Municipal;4716,318
Coronel Barros;Municipal;5365,943
Coronel Bicaco;Municipal;4529,23
Coronel Pilar;Municipal;7070,019
Cotiporã;Municipal;3834,95
Coxilha;Municipal;4353,9
Crissiumal;Municipal;5425,881
Cristal;Municipal;5319,783
Cristal do Sul;Municipal;4054,301
Cruz Alta;Municipal;3910,623
Cruzaltense;Municipal;3812,702
Cruzeiro do Sul;Municipal;3883,777
David Canabarro;Municipal;2778,79
Derrubadas;Municipal;4751,909
Dezesseis de Novembro;Municipal;7695,089
Dilermando de Aguiar;Municipal;5381,489
Dois Irmãos;Municipal;5520,173
Dois Irmãos das Missões;Municipal;4200,169
Dois Lajeados;Municipal;5365,775
Dom Feliciano;Municipal;4027,733
Dom Pedro de Alcântara;Municipal;2879,693
Dom Pedrito;Municipal;2772,371
Dona Francisca;Municipal;3250,421
Doutor Maurício Cardoso;Municipal;4690,539
Doutor Ricardo;Municipal;5187,111
Eldorado do Sul;Municipal;6543,889
Encantado;Municipal;4858,114
Encruzilhada do Sul;Municipal;3586,63
Engenho Velho;Municipal;
Entre-Ijuís;Municipal;4330,124
Entre Rios do Sul;Municipal;5096,884
Erebango;Municipal;3740,226
Erechim;Municipal;5165,884
Ernestina;Municipal;4122,593
Herval;Municipal;4021,704
Erval Grande;Municipal;4430,239
Erval Seco;Municipal;4683,465
Esmeralda;Municipal;5694,29
Esperança do Sul;Municipal;5943,469
Espumoso;Municipal;5265,013
Estação;Municipal;5902,066
Estância Velha;Municipal;4488,946
Esteio;Municipal;5151,57
Estrela;Municipal;4434,399
Estrela Velha;Municipal;3487,554
Eugênio de Castro;Municipal;6135,984
Fagundes Varela;Municipal;5186,131
Farroupilha;Municipal;5394,401
Faxinal do Soturno;Municipal;3683,435
Faxinalzinho;Municipal;4581,958
Fazenda Vilanova;Municipal;4860,455
Feliz;Municipal;3857,81
Flores da Cunha;Municipal;7059,391
