cod;escola;zona;esfera
15549011;E M E F AGUA AZUL;Urbana;Municipal
15005089;E M E F ETERIO TEIXEIRA;Urbana;Municipal
15005100;EEEFM SANTO ANTONIO;Urbana;Estadual
15005143;EEEF DR JOSE JORGE HAGE;Urbana;Estadual
15005151;EEEF FULGENCIO SIMOES;Urbana;Estadual
15005160;EEEF PROFA MARIA VALMONT;Urbana;Estadual
15005208;E M E I F FREI GUIDO;Rural;Municipal
15005356;E M E I F MARIO BATISTA DE MACEDO;Rural;Municipal
15005399;E M E I F BOA ESPERANCA II;Rural;Municipal
15005755;E M E F PROF VERIDIANA DE OLIVEIRA CORREA;Urbana;Municipal
15005771;E M E F VEREADOR JOAQUIM VALENTE;Urbana;Municipal
15005801;E M E I F EMANUEL;Rural;Municipal
15005828;E M E I F ESPIRITO SANTO;Rural;Municipal
15005950;E M E I E F JOSE FARIAS;Rural;Municipal
15005968;E M E I F JOSE PORFIRIO;Rural;Municipal
15006026;E M E I F MARIOLINO LOPES LOBO;Rural;Municipal
15006107;E M E I F NOR MICHEL GANTUSS;Urbana;Municipal
15006220;E M E I E F NOSSA SENHORA DA CONCEICAO I;Rural;Municipal
15006263;E M E I F PEDRO MAGNO DOS SANTOS;Rural;Municipal
15006328;E M E I F RAMIRO BRITO;Rural;Municipal
15006344;E M E I F SAO DAMIAO;Rural;Municipal
15006492;E M E I F SANTA LUZIA I;Urbana;Municipal
15006603;E M E I F SAO FRANCISCO I;Rural;Municipal
15006778;E M E I F SAO MIGUEL II;Rural;Municipal
15007073;E M E F MARTINHO NUNES;Rural;Municipal
15145085;E M E I F CRISTO REI I;Rural;Municipal
15172970;EMEIF TIAGO OLIVEIRA;Rural;Municipal
15523349;E M E I F BOM JESUS IV;Rural;Municipal
15544567;E M E I F NOVA ESPERANCA I;Urbana;Municipal
15565203;E M E I F MENINO DEUS;Rural;Municipal
15567931;CENTRO EDUCACIONAL O PIMPOLHINHO;Urbana;Privada
15572366;E M E I F SEMENTINHA DO SABER;Rural;Municipal
15577848;E M E I E F DULCINEIA CAMPOS DOS SANTOS SA;Rural;Municipal
15016714;E R C DE ENS FUND NOSSA SENHORA DA CONCEICAO;Urbana;Municipal
15016749;E M E F PROF ELEY D ELLERES;Urbana;Municipal
15016773;E M E F DO BASE;Rural;Municipal
15016790;E M E F 31 DE MARCO - BOTAFOGO;Rural;Municipal
15016803;E M E F ALFREDO GANTUSS - SANTA ROSA;Rural;Municipal
15016862;E M E F VER ORIVALDO DE OLIVEIRA CARVALHO;Rural;Municipal
15016943;E M E F FE EM DEUS - VILA FE EM DEUS;Rural;Municipal
15016951;E M E F FREI FRAGOSO - RECREIO;Rural;Municipal
15016986;E M E F LAURO SODRE - MENINO DEUS;Rural;Municipal
15017044;E M E F NSRA DA CONCEICAO - LAGO BRANCO RIO ARAMUM;Rural;Municipal
15017141;E M E F PREF FRANCISCO MOURA;Rural;Municipal
15017150;E M E F PROF IERECE DA SILVA SANTOS;Urbana;Municipal
15017176;E M E F SANTA CRUZ - SANTA CRUZ;Rural;Municipal
15017230;E M E F SAO FRANCISCO - ILHA DO IPANEMA;Rural;Municipal
15017265;E M E F SAO JOAO - JUTAI;Rural;Municipal
15017273;E M E F SAO JUDAS TADEU - PRAIA VERDE;Rural;Municipal
15017303;E M E F SAO SEBASTIAO-ACARAPI;Rural;Municipal
15017320;E M E F SAO SEBASTIAO - CAFEZAL;Rural;Municipal
15017346;E M E F SAO SEBASTIAO - TUCUMANDUBA;Rural;Municipal
15017370;E M E F STO ANTONIO - PARANA DAS VELHAS;Rural;Municipal
15017451;E M E F JOSE CESARIO - ARUMANDUBA;Rural;Municipal
15017508;E M E F PROF IVETE PEREIRA DE LIMA - ARROZAL;Rural;Municipal
15017532;E M E F SAO JOAO - VILA SARACURA;Rural;Municipal
15017540;E M E F SAO JOSE - VILA PESQUISA RIO ARRAIOLOS;Rural;Municipal
15017583;E M E F PROFª EURIDES DAMIAO LOPES - RIO ESPOSENTO;Rural;Municipal
15017630;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL DE SAO MIGUEL;Rural;Municipal
15017648;E M E I E F PROF ANTONIO GOMES MOREIRA JUNIOR;Rural;Municipal
15017656;COLEGIO POSITIVO JARI EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO;Urbana;Privada
15147967;E M E F PORTO DO NAVIO - PORTO DO NAVIO;Rural;Municipal
15533794;E M E F SAO SEBASTIAO - COMANDAI GRANDE;Rural;Municipal
15534189;E M E F NOVO HORIZONTE - RIO CHICAIA;Rural;Municipal
15539148;E M E F PEDRO CALDAS BATISTA;Rural;Municipal
15549020;E M E F FREI CONSTANCIO;Urbana;Municipal
15549038;E M EDUCACAO INFANTIL E ENSINO FUNDAMENTAL DE MONTE DOURADO;Urbana;Municipal
15553795;E M E F S BENEDITO - ILHA DO MARUIM;Rural;Municipal
15104761;EMEIF RUI BARBOSA;Urbana;Municipal
15104982;EMEF DEODORO DA FONSECA;Urbana;Municipal
15104990;E M E F DOM CLEMENTE GEIGER;Urbana;Municipal
15105024;E M E F PROF ANTONIO GONDIM LINS;Urbana;Municipal
15105059;E M E F SAINT CLAIR PASSARINHO;Urbana;Municipal
15105148;EMEF ONEIDE DE SOUZA TAVARES;Rural;Municipal
15105172;E M E F PRINCESA DO XINGU;Rural;Municipal
15105229;EMEF DR OCTACILIO LINO;Urbana;Municipal
15105369;EMEF JOAO RODRIGUES DA SILVA;Urbana;Municipal
15105431;EMEF NOVA VIDA;Rural;Municipal
15105555;EMEF LEO HECK;Rural;Municipal
15105563;EMEF ARTUR PESSOA;Rural;Municipal
15139966;EMEF 13 DE MAIO;Rural;Municipal
15140417;E M E F ARTUR TEIXEIRA;Urbana;Municipal
15140463;COLEGIO SAPIENS;Urbana;Privada
15141179;COLEGIO ADVENTISTA DE ALTAMIRA;Urbana;Privada
15156974;E E I E FM VIDA E SABER;Rural;Privada
15165035;EMEF SEBASTIAO DE OLIVEIRA;Urbana;Municipal
15169782;EMEF SANTA BENEDITA;Urbana;Municipal
15169790;EMEF ALTEIR MARDEGAN;Rural;Municipal
15172759;EMEIF RAIMUNDA RODRIGUES MOTA;Urbana;Municipal
15172783;EMEIF MARIA LUIZA DA SILVA HOLANDA;Urbana;Municipal
15552900;CENTRO EDUCACIONAL GILDETE DUTRA;Urbana;Privada
15559998;EMEF INSTITUTO MARIA DE MATTIAS;Urbana;Municipal
15563766;EMEF SOL NASCENTE;Rural;Municipal
15563820;E M E I F JOAO E MARIA;Urbana;Municipal
15568806;E M E I F FRANCISCO CARNEIRO FREITAS;Urbana;Municipal
15580172;EMEIF CACHOEIRA DA SERRA;Rural;Municipal
15584380;EMEIF DR ULYSSES GUIMARAES;Urbana;Municipal
15587479;EMEIF IDEAL;Urbana;Municipal
15587487;EMEIEF FLORENCIO FILHO;Urbana;Municipal
15587517;EMEF CAJUEIRO;Rural;Municipal
15024300;E M E F BERNARDINO CARDOSO;Rural;Municipal
15024369;E M E F DAVID GONCALVES;Rural;Municipal
15024385;E M E F EUCLIDES VILHENA;Rural;Municipal
15024482;E M E F LAURA DE PAIVA MESQUITA;Rural;Municipal
15024490;E M E F LEOVEGILDO TABOSA;Rural;Municipal
15024520;E M E F MARIA IRANEDE COUTINHO;Urbana;Municipal
15024571;E M E F PARAISO DO ARAMA;Rural;Municipal
15024580;E M E F SAO JOAO DO GUAJARA;Rural;Municipal
15024717;E M E F VISTA ALEGRE;Rural;Municipal
15141969;E M E F PEIXE BOI;Rural;Municipal
15222209;E M E F SAO JOAO DO BISPO;Rural;Municipal
15517063;E M E F BELO HORIZONTE;Rural;Municipal
15537749;E M E F NAMA CARDOSO;Rural;Municipal
15537781;E M E F FE EM DEUS;Rural;Municipal
15537846;E M E F BOAS NOVAS DO CURURU;Rural;Municipal
15573559;E M E F PROFESSORA PRUDENCIA BORGES DE MENEZES;Urbana;Municipal
15033864;EEEFM NOVO HORIZONTE;Urbana;Estadual
15033880;CENTRO EDUCACIONAL DA EMILIA;Urbana;Privada
15034046;EEEFM DOM ALBERTO GALDENCIO RAMOS;Urbana;Estadual
15034054;EEEFM PROF JOSE VALENTE RIBEIRO;Urbana;Estadual
15034127;EMEF JOAO PAULO II;Urbana;Municipal
15034143;EEEFM PRINCIPE DA PAZ;Urbana;Estadual
15034186;EEEFM MINISTRO ALCIDES CARNEIRO;Urbana;Estadual
15034321;EEEF CANDIDO HORACIO EVELIN;Urbana;Estadual
15034330;EEEF CELINA DEL TETTO;Urbana;Estadual
15034364;EEEFM ONEIDE DE SOUZA TAVARES;Urbana;Estadual
15034372;EEEFM JOAO CARLOS BATISTA;Urbana;Estadual
15034410;EEEFM ANTONIO TEIXEIRA GUEIROS;Urbana;Estadual
15034445;EEEFM JOAQUIM VIANA;Urbana;Estadual
15034453;EEEF PRES TANCREDO DE ALMEIDA NEVES;Urbana;Estadual
15034461;EEEF PROFA EUGENIA CAVALLEIRO DE MACEDO;Urbana;Estadual
15034496;EEEFM PROFA MARIA ARAUJO FIGUEIREDO;Urbana;Estadual
15034500;EEEFM REGINA COELI SOUZA SILVA;Urbana;Estadual
15034569;EEEFM AGOSTINHO MONTEIRO;Urbana;Estadual
15034607;EEEFM JADERLANDIA;Urbana;Estadual
15034631;EEEFM JULIA SEFFER;Urbana;Estadual
15034640;EEEFM LUIZ NUNES DIREITO;Urbana;Estadual
15034658;EEEF MARIA ENCARNACAO DE ARAUJO;Urbana;Estadual
15034674;EEEFM OSCARINA PENALBER;Urbana;Estadual
15034690;EEEFM PRESIDENTE DUTRA;Urbana;Estadual
15034755;EEEFM JOSE MARCELINO DE OLIVEIRA;Urbana;Estadual
15034763;EEEF LUCY CORREA DE ARAUJO;Urbana;Estadual
15034771;EEEFM PRINCESA ISABEL - ATALAIA;Urbana;Estadual
15034780;EEEFM EROTILDES FROTA AGUIAR;Urbana;Estadual
15034836;EEEFM PROF ZULIMA VERGOLINO DIAS;Urbana;Estadual
15034976;EMEF DR BENEDITO MAIA;Urbana;Municipal
15034984;EMEF CANDIDA SANTOS DE SOUZA;Urbana;Municipal
15035034;E M E F DOMICIANO DE FARIAS;Rural;Municipal
15035190;EMEF NOVO BRASIL;Urbana;Municipal
15035204;EMEF PADRE GABRIEL BULGARELLI;Urbana;Municipal
15035220;EEEFM PE ORIONE;Urbana;Estadual
15035247;EMEF ANTONIO TEIXEIRA GUEIROS;Urbana;Municipal
15035263;EMEF PROF MARIA DO CARMO BARBOSA MONTEIRO;Urbana;Municipal
15035271;EMEF PROF LUCIA WANDERLEY;Urbana;Municipal
15035280;EMEF PROF RAIMUNDA PINTO;Urbana;Municipal
15035301;E M E F SAO JUDAS TADEU;Urbana;Municipal
15035310;EMEF SAO PAULO;Urbana;Municipal
15035328;EMEF SENADOR ALVARO ADOLFO;Urbana;Municipal
15035557;EEEFM RAINHA DA PAZ;Urbana;Estadual
15035581;EEEFM INSTITUTO BOM PASTOR;Urbana;Estadual
15035590;EEEF JOAO XXIII;Urbana;Estadual
15035611;COLEGIO NSRA DA ANUNCIACAO;Urbana;Privada
15035646;EEEFM CRISTO REDENTOR;Urbana;Estadual
15035662;EEEFM JORNALISTA ROMULO MAIORANA;Urbana;Estadual
15037991;EEEFM CONEGO BATISTA CAMPOS;Urbana;Estadual
15096009;SISTEMA INTEGRADO DE ENSINO LIMA PINHEIRO;Urbana;Privada
15114015;NUCLEO DE ENSINO PEQUENO PRINCIPE;Urbana;Privada
15140587;EEEF MARIA DE NAZARE MARQUES RIOS;Urbana;Estadual
15140709;SISTEMA DE EDUCACAO BRASIL AMAZONIA;Urbana;Privada
15140725;SISTEMA DE ENSINO AMAZONIA;Urbana;Privada
15143007;CENTRO DE ENSINO INF E FUND PAULO FREIRE;Urbana;Privada
15143970;EEEF NOVAS AGUAS LINDAS;Urbana;Estadual
15144801;EEEFM ENEIDA DE MORAES;Urbana;Estadual
15152219;COLEGIO ADVENTISTA DA CIDADE NOVA;Urbana;Privada
15154904;EEEF ICUI LARANJEIRA;Urbana;Estadual
15155986;EEEF NEDAULINO VIANA DA SILVEIRA;Urbana;Estadual
15156273;CENTRO EDUCACIONAL NSRª DE NAZARE;Urbana;Privada
15156826;CENTRO EDUCACIONAL INFANTIL PEQUENO EINSTEIN;Urbana;Privada
15156885;COLEGIO INTERATIVO;Urbana;Privada
15157792;COLEGIO CONEXAO;Urbana;Privada
15157903;ESCOLA ADVENTISTA DE COQUEIRO;Urbana;Privada
15158519;HOTEL ESCOLA GIRASSOL SC LTDA;Urbana;Privada
15158900;COLEGIO AMAZONIA;Urbana;Privada
15158926;CENTRO EDUC CRISTO REI DAS VITORIAS;Urbana;Privada
15159116;EMEF NUCLEO DE ESTUDOS OLIVEIRA;Urbana;Municipal
15161110;COOPERATIVA ESCOLA COLEGIO ALTERNATIVA;Urbana;Privada
15162001;CENTRO DE ESTUDOS ALFA E OMEGA;Urbana;Privada
15167178;SISTEMA DE ENSINO LOGOS LTDA;Urbana;Privada
15167186;CENTRO DE ESTUDOS CRIARTE;Urbana;Privada
15167194;CENTRO EDUCACIONAL EDIFICAR;Urbana;Privada
15167437;COLEGIO EVANGELICO SHAMMAH;Urbana;Privada
15169928;ESCOLA SESI ANANINDEUA;Urbana;Privada
15171663;COLEGIO ROSA DE SARON;Urbana;Privada
15172228;ASPECTO EDUCACAO;Urbana;Privada
15177009;ESCOLA EVANGELICA VICENTE COSTA;Urbana;Privada
15207200;E E I F RADIAL;Urbana;Privada
15208400;CENTRO DE ESTUDOS ANTENOR REIS;Urbana;Privada
15209806;CENTRO EDUCACIONAL FONTE DO SABER;Urbana;Privada
15210200;ESCOLA UM PASSO PARA O FUTURO;Urbana;Privada
15212068;EMEF JOSE MARIA MORAIS E SILVA;Urbana;Municipal
15517020;COLEGIO MARCELO VITOR SC LTDA;Urbana;Privada
15517454;EMEF NOVO TAUARI;Urbana;Municipal
15521117;EEEFM CONSUELO COELHO E SOUZA;Urbana;Estadual
15521141;EEEF CENTRO COMUNITARIO VILA ESPERANCA;Urbana;Estadual
15521176;EMEF PADRE PIETRO GEROSA;Urbana;Municipal
15523403;CENTRO EDUC NSRA DE FATIMA;Urbana;Privada
15523420;EEEFM ARMANDO FAJARDO;Urbana;Estadual
15545059;EMEF MARIA EMILIA ANTUNES;Urbana;Municipal
15548295;CENTRO EDUC SAO GERALDO;Urbana;Privada
15549704;COLEGIO ASPECTO S- LTDA;Urbana;Privada
15563448;ESCOLA MADRE CELESTE;Urbana;Privada
15564363;EEEFM PROF FRANCISCO PAULO DO NASCIMENTO MENDES;Urbana;Estadual
15565793;COLEGIO SUPREMO DA AMAZONIA;Urbana;Privada
15567648;COLEGIO SISTEMA SOCIEDADE CIVIL LTDA;Urbana;Privada
15570479;COLEGIO IMPACTO;Urbana;Privada
15570533;CENTRO DE ENSINO PLENO IDEAL;Urbana;Privada
15572005;COLEGIO INTELECTUAL;Urbana;Privada
15574199;EEEFM RAIMUNDO VERA CRUZ;Urbana;Estadual
15578020;EEEFM IZABEL AMAZONAS;Urbana;Estadual
15578038;EEEF NAIR ZALUTH;Urbana;Estadual
15581926;COLEGIO ALFA SAYKOO;Urbana;Privada
15583520;EMEF LAERCIO WILSON BARBALHO;Urbana;Municipal
15586235;COLEGIO SALESIANO NSRA DO CARMO ANANINDEUA;Urbana;Privada
15586294;COLEGIO CASTANHEIRA;Urbana;Privada
15586332;EEEFM PARAENSE;Urbana;Estadual
15586340;COOPERATIVA EDUCACIONAL SIGMA;Urbana;Privada
15590917;EEEFM PROF MANOEL SATURNINO DE ANDRADE FAVACHO;Urbana;Estadual
15105075;E M E F DR ACY DE JESUS BARROS PEREIRA;Rural;Municipal
15107922;E M E F STA JULIA;Rural;Municipal
15109160;E M E F OSVALDO CRUZ;Rural;Municipal
15226859;CASA FAMILIAR RURAL DE ANAPU DOROTHY STANG;Rural;Municipal
15533867;E M E F SAO JOSE II;Rural;Municipal
15542769;E M E F RISOLETA NEVES;Rural;Municipal
15542947;E M E F MARIA DAS DORES;Urbana;Municipal
15543080;E M E F BRASIL GRANDE;Rural;Municipal
15548210;E M E F VENCESLAU BRAS;Rural;Municipal
15575462;EMEF FRANCISCO ASSIS PEREIRA SILVA;Urbana;Municipal
15582710;E M E F SANTO ANTONIO;Rural;Municipal
15589285;E M E F SANTA CLARA;Urbana;Municipal
15055264;E M E I F MARIA BENEDITA MOTA;Rural;Municipal
15055337;E M E F AMANCIO BRITO;Rural;Municipal
15055728;E M E F BELARMINO ALVES CORREA;Rural;Municipal
15055833;E M E F PAULINO ALVES CORREA DE BRITO;Rural;Municipal
15151239;E M E F MARIA FERNANDES;Rural;Municipal
15156427;E M E F PROF VALENTINA PINHEIRO DA SILVA;Rural;Municipal
15156850;E M E F LAURO BARBOSA DOS SANTOS CORDEIRO;Rural;Municipal
15540030;E M E F ANTONIO SILVEIRA DA CUNHA;Rural;Municipal
15549747;E M E F ANDRE ALVES;Rural;Municipal
15549763;E M E F EMILIANO PICANCO DA COSTA;Rural;Municipal
15549836;E M E F PROF ROSA ATHAYDE;Urbana;Municipal
15085880;E M E I F CAJUEIRO;Rural;Municipal
15087042;EEEFM PROF HILDEBERTO REIS;Urbana;Estadual
15087336;E M E I F DR RAUL VILELA DE CARVALHO;Rural;Municipal
15087417;E M E I F MARIO CRESCENCIO FURTADO;Rural;Municipal
15087573;E M E F NOVA ESPERANCA;Rural;Municipal
15088103;E M E F SANTA TEREZINHA;Rural;Municipal
15095363;E M E I F SAGRADO CORACAO DE JESUS;Rural;Municipal
15148742;E M E I E F RAIMUNDA MENDES QUEIROZ;Urbana;Municipal
15536971;E M E I F MANOEL EMILIO PANTOJA II;Rural;Municipal
15537021;E M E F N SRA DA CONCEICAO;Rural;Municipal
15551687;E M E F ANTONIO CARVALHO DA SILVA;Urbana;Municipal
15099300;E M E F OSVALDO MELO;Rural;Municipal
15099326;E M E I F PROF MARIA DA GLORIA RODRIGUES PAIXAO;Urbana;Municipal
15099369;E M E I F PROF BENEDITA MOTA SA;Rural;Municipal
15099857;E M E I F SANTA TEREZINHA;Rural;Municipal
15099946;E M E F SAO TOME;Rural;Municipal
15539326;E M E F ACAITUBA;Rural;Municipal
15571890;E M E F SAGRADO CORACAO DE JESUS;Rural;Municipal
15571904;E M E I F PROFA OLGARICE DA SILVA RODRIGUES;Rural;Municipal
15571912;E M E I F PROF MARIA DA SILVA NUNES;Rural;Municipal
15584976;E M E F VISTA ALEGRE;Rural;Municipal
15587177;E M E F VALDOMIRO FERREIRA;Rural;Municipal
15018679;E M E F PROFA PERUCIA FERREIRA CASTRO;Urbana;Municipal
15018784;E M E F BETANIA;Rural;Municipal
15018830;E M E F CORONEL GUERREIRO;Rural;Municipal
15018920;E M E F INDEPENDENCIA;Rural;Municipal
15018989;E M E F LEONOR GARCIA SANCHES;Rural;Municipal
15019055;E M E F NOVA PALESTINA;Rural;Municipal
15019101;E M E F PROF IRACI NASCIMENTO;Rural;Municipal
15019160;E M E F SANTA CRUZ;Rural;Municipal
15019217;E M E F SAO BENEDITO;Rural;Municipal
15019241;E M E F SAO JOAO;Rural;Municipal
15019322;E M E F VIRGILIA MIRANDA;Rural;Municipal
15164721;EMEF RUI ANTONIO FARIAS LOBATO FILHO;Urbana;Municipal
15169804;EMEF MARIA DA SILVA PEREIRA;Rural;Municipal
15169820;EMEF MARIA IDELFONSA MARTINS;Rural;Municipal
15225062;EMEF PROFª INES FARIA MAIA;Urbana;Municipal
15516121;E M E F LUZ DA VIDA;Rural;Municipal
15516148;E M E F TEOTONIO NONATO DO CARMO;Rural;Municipal
15552632;E M E F VITALIANO DANTAS;Rural;Municipal
15067254;E M E F ROMUALDO PEDRO DE SOUZA;Rural;Municipal
15067327;E M E F DE ARAQUEMBAUA;Rural;Municipal
15067343;E M E F DE BAIXINHA;Rural;Municipal
15067378;E M E F JOSE CORREA DE MEDEIROS - CALADOS;Rural;Municipal
15067386;E M E F DE CARDOSO;Rural;Municipal
15067408;E M E F DE IGARAPE PRETO;Rural;Municipal
15067424;E M E F DE JOANA PERES;Rural;Municipal
15067475;E M E F DE MASSARANDUBA;Rural;Municipal
15067483;E M E F DE MATACURA;Rural;Municipal
15067491;E M E F DE NOVO TESOURO;Rural;Municipal
15067530;E M E F DE TAMBAI ACU;Rural;Municipal
15067556;E M E F DE UMARIZAL;Rural;Municipal
15068099;E M E F INSTITUTO IMACULADA CONCEICAO;Urbana;Municipal
15068129;E M E I F DE ANILZINHO;Rural;Municipal
15157733;ALZERINA DE CARVALHO;Rural;Municipal
15549933;E M E F E PROF GENEROSA;Rural;Municipal
15554503;E M E F SANTO ANTONIO;Urbana;Municipal
15571815;E M E F CHICO MENDES;Rural;Municipal
15587690;E M E I E F SINAGOGA;Urbana;Municipal
15763730;E M E F PROF PASTOR ANTENOR RODRIGUES DE FREITAS;Rural;Municipal
15524124;E M E F TRIUNFO;Rural;Municipal
15581004;E M E F MARIA ISABEL FURTADO BANNACH;Urbana;Municipal
15035719;INSTITUTO DE EDUCACAO BASICA CRISTO REI;Urbana;Privada
15035735;EEEFM PADRE JOSE DELGARDES - VILA DO CONDE;Rural;Estadual
15035867;EEEF CONEGO BATISTA CAMPOS;Urbana;Estadual
15035891;EEEFM EDUARDO ANGELIM;Urbana;Estadual
15035956;EEEFM JOSE MARIA DE MORAES;Urbana;Estadual
15036111;E M E I F PREFEITO LAURIVAL CUNHA;Rural;Municipal
15036154;E M E F SANTA SOFIA;Urbana;Municipal
15036227;E M E I F CHECRALLA SALIM KHAYAT;Urbana;Municipal
15036324;E M E F NORONHA DE BARROS;Urbana;Municipal
15036391;E M E F SAO FRANCISCO XAVIER;Urbana;Municipal
15036430;E M E F PREFEITO WANDICK GUTIERREZ;Urbana;Municipal
15036570;E M E I F ANTONIO CLARINDO MAGNO JUNIOR;Rural;Municipal
15036588;E M E F CONEGO FRANCISCO DA SILVA CRAVO;Urbana;Municipal
15036600;E M E F ARAPARI;Rural;Municipal
15036766;E M E F PROF ALOYSIO DA COSTA CHAVES;Urbana;Municipal
15037070;EEEFM PRESIDENTE DUTRA;Rural;Estadual
15143210;E M E F AGRICOLA DE BARCARENA;Rural;Municipal
15150771;COLEGIO GENESIS;Urbana;Privada
15161625;NUCLEO EDUCACIONAL CRIATIVO;Rural;Privada
15162796;INSTITUTO DE EDUCACAO PERMANENTE DA AMAZONIA;Urbana;Privada
15172600;ESCOLA PITAGORAS;Urbana;Privada
15172732;NUCLEO DE ENSINO PROFISSIONAL DA AMAZONIA LTDA;Urbana;Privada
15184080;CENTRO EDUCACIONAL SEMENTINHA DO SABER;Urbana;Privada
15542858;ESC DOM ANGELO FROZI SC LTDA;Urbana;Privada
15576337;E M E F PREFEITO LAURIVAL CAMPOS CUNHA;Rural;Municipal
15577457;E M E F PREFEITO LAURIVAL MAGNO CUNHA;Urbana;Municipal
15034151;EEEFM JARDIM SIDERAL;Urbana;Estadual
15034739;EEEFM MARIA GABRIELA RAMOS DE OLIVEIRA;Urbana;Estadual
15035620;EEEF CARLOS DRUMMOND DE ANDRADE;Urbana;Estadual
15037614;COLEGIO ALFA;Urbana;Privada
15037622;CENTRO DE SERVICOS EDUCACIONAIS DO PARA;Urbana;Privada
15037886;E E F M CENTRO EDUC OLIMPUS;Urbana;Privada
15038076;CENTRO EDUCACIONAL MARIRRAY;Urbana;Privada
15038424;COLEGIO MARISTA NOSSA SENHORA DE NAZARE;Urbana;Privada
15038432;UNIAO AMAZONIDA DE EDUCACAO E ASSISTENCIA - UNAMEA;Urbana;Privada
15038475;COLEGIO SALESIANO NOSSA SENHORA DO CARMO;Urbana;Privada
15038483;COLEGIO SAO PAULO;Urbana;Privada
15038491;COL STA CATARINA DE SENA;Urbana;Privada
15038513;COLEGIO SANTA ROSA;Urbana;Privada
15038521;COLEGIO SANTO ANTONIO;Urbana;Privada
15038637;COOPERATIVA EDUC NOSSA ESC LTDA;Urbana;Privada
15038688;ESCOLA DE APLICACAO DA UFPA;Urbana;Federal
15038769;EEEFM BARAO DE IGARAPE MIRI;Urbana;Estadual
15038815;EEEF MADRE ZARIFE SALES;Urbana;Estadual
15038823;E E INF E ENS FUND MUNDO ENCANTADO;Urbana;Privada
15038874;EEEF PROF VIRGILIO LIBONATI;Urbana;Estadual
15038904;ESCOLA ADVENTISTA DA MARAMBAIA;Urbana;Privada
15038912;ESCOLA ADVENTISTA DE SAO BRAS ALTAMIR DE PAIVA;Urbana;Privada
15038920;ESCOLA ADVENTISTA DA PEDREIRA;Urbana;Privada
15039110;COLEGIO DOM MARIO;Urbana;Privada
15039153;E E I F M TENENTE REGO BARROS;Urbana;Federal
15039234;EEEFM PAULINO DE BRITO;Urbana;Estadual
15039250;EEEFM PROFA HILDA VIEIRA;Urbana;Estadual
15039269;E M INES MAROJA;Urbana;Municipal
15039390;E E F M DISNEYLANDIA;Urbana;Privada
15039498;EEEF PROF WALDEMAR RIBEIRO;Urbana;Estadual
15039510;EEEF PROFA ANESIA;Urbana;Estadual
15039528;EEEFM ALDEBARO KLAUTAU;Urbana;Estadual
15039536;EEEIF ALMIRANTE TAMANDARE;Urbana;Estadual
15039552;EEEFM AMILCAR ALVES TUPIASSU;Urbana;Estadual
15039587;EEEFM AUGUSTO MONTENEGRO;Urbana;Estadual
15039595;EEEIF BARAO DO RIO BRANCO;Urbana;Estadual
15039609;EEEF BENJAMIN CONSTANT;Urbana;Estadual
15039617;EEEF CALDEIRA CASTELO BRANCO;Urbana;Estadual
15039633;EEEFM ACACIO FELICIO SOBRAL;Urbana;Estadual
15039641;EEEFM DEODORO DE MENDONCA;Urbana;Estadual
15039650;EEEFM LAURO SODRE;Urbana;Estadual
15039668;EEEFM ARTHUR PORTO;Urbana;Estadual
15039676;EEEFM DR JUSTO CHERMONT;Urbana;Estadual
15039684;EEEFM PADRE BENEDITO CHAVES;Urbana;Estadual
15039706;EEEFM AUGUSTO OLIMPIO;Urbana;Estadual
15039714;EEEFM DOM PEDRO II;Urbana;Estadual
15039722;EEEF DOMINGOS ACATAUASSU NUNES;Urbana;Estadual
15039730;EEEF MAROJA NETO;Urbana;Estadual
15039757;EEEFM PROFA PLACIDIA CARDOSO;Urbana;Estadual
15039765;EEEFM MONSENHOR AZEVEDO;Urbana;Estadual
15039803;EEEFM PROF SANTANA MARQUES;Urbana;Estadual
15039811;EEEFM PROF ANTONIA PAES DA SILVA;Urbana;Estadual
15039919;EEEFM DR FREITAS;Urbana;Estadual
15039927;EEEF DR MARIO CHERMONT;Urbana;Estadual
15039935;EEEFM DUQUE DE CAXIAS;Urbana;Estadual
15039951;EEEFM FREI DANIEL;Urbana;Estadual
15039960;EEEF GENERAL GURJAO;Urbana;Estadual
15039986;EEEF VEREADOR GONCALO DUARTE;Urbana;Estadual
15040003;EEEFM JARBAS PASSARINHO SOUSA;Urbana;Estadual
15040011;EEEFM JARBAS PASSARINHO;Urbana;Estadual
15040046;EEEF JOSE BONIFACIO;Urbana;Estadual
15040054;EEEF JOSE VERISSIMO;Urbana;Estadual
15040089;EEEF PAULO MARANHAO;Urbana;Estadual
15040097;EEEIF PINTO MARQUES;Urbana;Estadual
15040143;EEEFM S PROF CAMILO SALGADO;Urbana;Estadual
15040186;EEEFM RUI BARBOSA;Urbana;Estadual
15040224;EEEFM SANTA LUZIA;Urbana;Estadual
15040291;EEEFM PROF RUTH ROSITA DE NAZARE GONZALES;Urbana;Estadual
15040305;EEEIFM BRIGADEIRO FONTENELLE;Urbana;Estadual
15040313;EEEFM GRAZIELA MOURA RIBEIRO;Urbana;Estadual
15040321;EEEF DR ANIBAL DUARTE;Urbana;Estadual
15040402;EEEFM JOSE ALVES MAIA;Urbana;Estadual
