cod;escola;zona;esfera
43127215;ESC MUN ENS FUND ALVARO MARTINS;Rural;Municipal
43128068;ESC EST ED BAS JOAO AQUINO;Urbana;Estadual
43000703;EMEF DO COMPLEXO ESCOLAR MARILIA SANCHOTENE FELICE;Urbana;Municipal
43162290;COLEGIO MARISTA SANT ANA;Urbana;Privada
43162312;ESC EST ENS MED DOM HERMETO;Urbana;Estadual
43162320;EEF NOSSA SENHORA DO HORTO;Urbana;Privada
43162339;EMEB DE TEMPO INTEGRAL ALCEU WAMOSY;Rural;Municipal
43162347;EMEF CABO LUIZ QUEVEDO;Urbana;Municipal
43162355;ESCOLA MUNICIPAL DE EDUCACAO BASICA DR CRESPO DE OLIVEIRA EDUCACAO INFANTIL-PRE ESCOLA E ENSINO FUND;Rural;Municipal
43162371;EMEB GEN OSORIO ED INF - PRE ESCOLA E ENS FUND;Urbana;Municipal
43162380;EMEB JOSE FRANCISCO P DA SILVA EI PRE ESC ENS FUND;Urbana;Municipal
43162428;EMEB RUI BARBOSA ED INF PRE ESCOLA E ENS FUND;Urbana;Municipal
43162487;ESC EST ENS MED DR JOAO FAGUNDES;Urbana;Estadual
43162525;ESC EST ENS MED ANTONIO LONDERO;Rural;Estadual
43162533;INST ESTADUAL LEDA MARIA PEREIRA DA SILVA;Rural;Estadual
43162541;ESC EST ENS FUN ADIR MASCIA;Urbana;Estadual
43162584;ESC EST ENS FUN DR MAIA;Rural;Estadual
43162592;ESC EST ENS FUN IRIS VALLS;Urbana;Estadual
43162606;ESC EST ENS FUN JULIO DE CASTILHOS;Urbana;Estadual
43162614;ESC EST ENS MED MARECHAL CANDIDO RONDON;Urbana;Estadual
43162622;ESC EST ENS FUN PASO DE LOS LIBRES;Urbana;Estadual
43162630;ESC EST ENS FUN PRES GETULIO VARGAS;Urbana;Estadual
43162649;ESC EST ENS FUN REPUBLICA DO URUGUAI;Urbana;Estadual
43162657;ESC EST ENS FUN URUGUAIANA;Rural;Estadual
43162673;ESC EST ENS FUN FLORES DA CUNHA;Urbana;Estadual
43162681;INST ESTADUAL ROMAGUERA CORREA;Urbana;Estadual
43162690;INSTITUTO LAURA VICUNA;Urbana;Privada
43162703;COLEGIO METODISTA UNIAO;Urbana;Privada
43162720;EMEF DOM BOSCO;Urbana;Municipal
43162754;ESC EST ENS FUN HERMETO JOSE PINTO BERMUDEZ;Urbana;Estadual
43162770;EMEF MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;Urbana;Municipal
43162843;ESC EST ENS MED SENADOR SALGADO FILHO;Urbana;Estadual
43162851;ESCOLA MUNICIPAL DE EDUCACAO BASICA DOM FERNANDO MENDES TARRAGO PRE-ESCOLA E ENS FUNDAMENTAL;Rural;Municipal
43162878;ESCOLA MUNICIPAL DE EDUCACAO BASICA PATRICIO LOPES EDUCACAO INFANTIL PRE-ESCOLA E ENSINO FUNDAMENTAL;Rural;Municipal
43162908;ESC EST ENS MED PROFESSORA LILIA GUIMARAES;Urbana;Estadual
43162924;EMEF MOACYR RAMOS MARTINS;Urbana;Municipal
43162932;COL ESTADUAL DR ROBERVAL BEHEREGARAY AZEVEDO;Urbana;Estadual
43162940;ESC EST ENS FUN PROF ANTONIO MOACIR PEREIRA JACQUES;Urbana;Estadual
43162991;ESC EST ENS FUN PROF CIRILO ZADRA;Urbana;Estadual
43171133;ESC EST ENS MED EMBAIXADOR JOAO BAPTISTA LUSARDO;Urbana;Estadual
43176950;EMEF DO COMPLEXO ESCOLAR ELVIRA CERATTI - CAIC;Urbana;Municipal
43163017;COLEGIO BOM JESUS SAO JOSE;Urbana;Privada
43163025;INST EST EDUC IRMAO GETULIO;Urbana;Estadual
43163050;EMEF DR ARTHUR COELHO BORGES;Rural;Municipal
43163149;EMEF JOAO BECKER DA SILVEIRA;Rural;Municipal
43163157;EMEF CECY SA BRITO;Urbana;Municipal
43163165;E M E F CORONEL AVELINO;Urbana;Municipal
43163262;EMEF DUQUE DE CAXIAS;Urbana;Municipal
43163300;EMEF GENERAL OSORIO;Urbana;Municipal
43163424;E M E F SOLI GONZAGA DOS SANTOS;Urbana;Municipal
43163440;EMEF NABOR MOURA DE AZEVEDO;Urbana;Municipal
43163530;E M E F PEDRO ALVARES CABRAL;Urbana;Municipal
43164056;ESC EST ENS FUN IONE CAMPOS DOS SANTOS;Urbana;Estadual
43164064;ESC EST ENS FUN DALVA ZANOTTO DE LEMOS;Urbana;Estadual
43164080;ESC EST ENS FUN NOSSA SENHORA DA OLIVEIRA;Urbana;Estadual
43164099;ESC EST ENS MED PADRE EFREM;Urbana;Estadual
43164102;ESC EST ENS MED PADRE PACIFICO;Urbana;Estadual
43164129;EMEF ATTILIO BENEDETTI;Rural;Municipal
43164200;ESC TECNICA EST BERNARDINA RODRIGUES PADILHA;Urbana;Estadual
43164226;ESC EST ED BAS PROFESSOR JOSE FERNANDES DE OLIVEIRA;Urbana;Estadual
43164331;ESC EST ENS FUN VITORIA QUINTELLA DA SILVA LY;Urbana;Estadual
43172121;EMEF JUVENTINA MORENA DE OLIVEIRA;Urbana;Municipal
43177069;ESC EST ENS FUN JARDIM AMERICA;Urbana;Estadual
43182186;COLEGIO GUSTAVO VIEIRA DE BRITO;Urbana;Privada
43185991;EMEF DOM HENRIQUE GELAIN;Urbana;Municipal
43296157;EMEF INACIO DE SOUZA PIRES;Urbana;Municipal
43066089;EMEF NERO PEREIRA DE FREITAS;Rural;Municipal
43066232;ESC EST ENS MED CURUPAITI;Urbana;Estadual
43120431;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL FELIPE DOS SANTOS;Rural;Municipal
43121080;ESC MUN ENS FUN SAO JOAO BATISTA;Rural;Municipal
43121357;ESC MUN ENS FUN WILLIBALDO MICHEL;Rural;Municipal
43121390;ESC EST ENS FUN AFONSO MARTIN ROHLFES;Rural;Estadual
43121527;ESC EST ENS MED GUILHERME FISCHER;Urbana;Estadual
43062547;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL FELIPE JACOB KLEIN;Urbana;Municipal
43062660;ESC EST ENS MED BERNARDO PETRY;Urbana;Estadual
43164439;ESC EST ENS MED CONEGO JOSUE BARDIN;Urbana;Estadual
43164447;COLEGIO BOM JESUS NOSSA SENHORA APARECIDA;Urbana;Privada
43164510;EMEF CORONEL THOMAZ PEREIRA;Rural;Municipal
43164552;EMEF DOM PEDRO II;Rural;Municipal
43164706;EMEF JOSE DUARTE DE MACEDO;Urbana;Municipal
43164870;EMEF ALFREDO SCHERER;Urbana;Municipal
43165125;ESC EST ENS FUN CRISTIANO BENCKE;Rural;Estadual
43165133;ESC EST ENS MED FRIDA RECKZIEGEL;Rural;Estadual
43165168;ESC EST ENS MED SEBASTIAO JUBAL JUNQUEIRA;Urbana;Estadual
43165206;COLEGIO GASPAR SILVEIRA MARTINS;Urbana;Privada
43165249;ESC EST ENS MED ADELINA ISABELA KONZEN;Rural;Estadual
43165311;ESC EST ENS FUN PROFESSORA HELENA BOHN;Rural;Estadual
43165354;ESC EST ENS FUN PROF PEDRO BENO BOHN;Rural;Estadual
43165435;ESC EST ENS MED WOLFRAM METZLER;Urbana;Estadual
43165451;ESC EST ENS FUN BRIGIDA DO NASCIMENTO;Urbana;Estadual
43165460;ESC EST ENS FUN PROFESSORA LEONTINA;Urbana;Estadual
43165478;ESC EST ENS MED MARIANTE;Rural;Estadual
43165486;ESC EST ENS MED MONTE DAS TABOCAS;Urbana;Estadual
43165508;ESC EST ENS FUN ZILDA DE BRITO PEREIRA;Urbana;Estadual
43165516;ESC EST ENS FUN 11 DE MAIO;Urbana;Estadual
43165532;COLEGIO PROFESSOR JOSE DE OLIVEIRA CASTILHOS;Urbana;Privada
43165591;EMEF DOIS IRMAOS;Urbana;Municipal
43165613;EMEF PROFESSORA ODILA ROSA SCHERER;Urbana;Municipal
43165648;ESC EST ENS MED CONEGO ALBINO JUCHEM;Urbana;Estadual
43174582;ESC EST ENS MED CRESCER;Urbana;Estadual
43188699;EMEF BENNO BREUNIG;Urbana;Municipal
43188737;EMEF OTTO GUSTAVO DANIEL BRANDS;Urbana;Municipal
43188753;EMEF CIDADE NOVA;Urbana;Municipal
43165745;ESC MUN ENS FUN JOSE BONIFACIO;Rural;Municipal
43165869;ESCOLA DE ENSINO MEDIO ANCHIETA;Urbana;Privada
43165885;INSTITUTO SINODAL IMIGRANTE;Urbana;Privada
43165907;ESC EST ENS FUN WALTER DREYER;Rural;Estadual
43165915;ESC MUN ENS FUN JACOB BLESZ;Rural;Municipal
43165931;ESC EST ENS FUN FREDERICO AUGUSTO HANNEMANN;Rural;Estadual
43165940;ESC EST ENS FUN PARAGUACU;Urbana;Estadual
43165990;ESC EST ENS MED VERA CRUZ;Urbana;Estadual
43166024;EMEF JOAO CARLOS RECH;Urbana;Municipal
43166040;EMEF ELEMAR GUILHERME KROTH;Urbana;Municipal
43166075;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ADRIANO FARINA;Urbana;Municipal
43166156;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL IRMAO ARTUR FRANCISCO;Urbana;Municipal
43166164;EMEF IRMAO JERONIMO;Urbana;Municipal
43166229;EMEF SENADOR ALBERTO PASQUALINI;Urbana;Municipal
43166334;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL FELIPE DOS SANTOS;Urbana;Municipal
43166369;ESC EST ENS FUN PROFESSORA VIRGINIA BERNARDI;Urbana;Estadual
43166407;COLEGIO REGINA COELI;Urbana;Privada
43166440;COL ESTADUAL SAO LUIZ GONZAGA;Urbana;Estadual
43169945;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL IRMA JOANA AIME;Urbana;Municipal
43181384;EEF EVOLUCAO;Urbana;Privada
43088864;ESC EST ENS MED VESPASIANO CORREA;Urbana;Estadual
43166814;ESC EST ED BAS VIADUTOS;Urbana;Estadual
43200672;EMEF VIADUTOS;Urbana;Municipal
43004130;COLEGIO PRO-FUTURO;Rural;Privada
43166822;ESC EST ENS MED ACORIANOS;Urbana;Estadual
43166830;ESC ADVENTISTA DE SANTA ISABEL;Urbana;Privada
43166849;EMEF ALBERTO SANTOS DUMONT;Urbana;Municipal
43166873;EMEF APOLINARIO ALVES DOS SANTOS;Rural;Municipal
43166962;EMEF HUMBERTO DE CAMPOS;Urbana;Municipal
43167012;EMEF FUN JERONIMO PORTO;Rural;Municipal
43167020;EMEF NOSSA SENHORA DE FATIMA;Rural;Municipal
43167047;ESC MUN ENS FUN LUCIANA DE ABREU;Urbana;Municipal
43167080;EMEF NOSSA SRA DA CONCEICAO;Urbana;Municipal
43167101;EMEF OLIMPIO COELHO DE OLIVEIRA;Rural;Municipal
43167152;EMEF RICARDO FAICKER NUNES;Urbana;Municipal
43167233;EMEF AMADOR NUNES DA ROCHA;Rural;Municipal
43167241;EMEF VINTE DE SETEMBRO;Urbana;Municipal
43167250;EMEF ZEFERINO LOPES DE CASTRO;Rural;Municipal
43167268;EMEF FREI PACIFICO;Rural;Municipal
43167284;COLEGIO STELLA MARIS;Urbana;Privada
43167306;ESC EST ENS MED PROF CELIA FLORES DE LAVRA PINTO;Urbana;Estadual
43167330;ESC EST ENS MED FRANCISCO CANQUERINI;Rural;Estadual
43167349;ESC EST ENS FUN JOAO BARBOSA;Urbana;Estadual
43167365;ESC EST ENS MED BARAO DE LUCENA;Urbana;Estadual
43167390;ESC EST ENS MED MINUANO;Urbana;Estadual
43167403;ESC EST ENS MED SETEMBRINA;Urbana;Estadual
43167411;ESC EST ENS MED PROF TOLENTINO MAIA;Urbana;Estadual
43167420;ESC EST ENS MED NISIA FLORESTA;Urbana;Estadual
43167438;ESC EST ENS FUN ADONIS DOS SANTOS;Urbana;Estadual
43167446;ESC EST ENS MED DR GENESIO PIRES;Rural;Estadual
43167454;ESC EST ENS FUN WALT DISNEY;Urbana;Estadual
43167462;EMEF FARROUPILHA;Urbana;Municipal
43167470;EMEF SANTA CECILIA;Urbana;Municipal
43167489;ESC EST ENS MED FARROUPILHA;Urbana;Estadual
43167497;EMEF ALBERTO PASQUALINI;Urbana;Municipal
43167500;ESC MUN ENS FUN MAL HUMBERTO DE A CASTELO BRANCO;Urbana;Municipal
43167527;ESC EST DE ENS FUN RUI BARBOSA;Rural;Estadual
43167543;COL ESTADUAL ALCEBIADES AZEREDO DOS SANTOS;Urbana;Estadual
43167560;EMEF GUERREIRO LIMA;Urbana;Municipal
43167586;ESC EST ENS MED GOV WALTER JOBIM;Urbana;Estadual
43167608;ESC MUN ENS FUN SAO JORGE;Urbana;Municipal
43167616;EMEF CRISTIANO VIEIRA DA SILVA;Rural;Municipal
43167624;EMEF QUATORZE DE SETEMBRO;Rural;Municipal
43167640;EMEF MONTEIRO LOBATO;Urbana;Municipal
43167691;EMEF JOSE LOUREIRO DA SILVA;Rural;Municipal
43167713;EMEF ANITA GARIBALDI;Urbana;Municipal
43167721;EMEF ARACA;Urbana;Municipal
43167730;EMEF JARDIM VIAMAR;Urbana;Municipal
43167748;EMEF PRESIDENTE GETULIO VARGAS;Urbana;Municipal
43167756;ESC EST ENS FUN ANTONIO DE SOUZA NETO;Urbana;Estadual
43167764;INST EST EDUC ISABEL DE ESPANHA;Urbana;Estadual
43167772;COLEGIO MARISTA NOSSA SENHORA DAS GRACAS;Urbana;Privada
43167780;ESC ADVENTISTA DE ENS FUND DE SANTA CECILIA;Urbana;Privada
43167810;ESC EST ENS MED ORIETA;Urbana;Estadual
43167829;ESC EST ENS FUN CANADA;Rural;Estadual
43167837;COLEGIO ADVENTISTA DE VIAMAO - EDUC INF ENS FUND E MEDIO;Urbana;Privada
43167853;EMEF SGT MANOEL RAYMUNDO SOARES;Urbana;Municipal
43169929;COL ESTADUAL CECILIA MEIRELES;Urbana;Estadual
43170579;ESC EST ENS MED AYRTON SENNA DA SILVA;Urbana;Estadual
43175333;EMEF DOM DIOGO DE SOUZA;Urbana;Municipal
43175341;EMEF RECANTO DA LAGOA;Urbana;Municipal
43177867;EMEF MONTE ALEGRE JUNTO AO CAIC;Urbana;Municipal
43180817;EEF SANTA ISABEL;Urbana;Privada
43206158;EMEF PAULO FREIRE;Urbana;Municipal
43207626;EMEF JARDIM OUTEIRAL;Urbana;Municipal
43209890;ESC MUN ENS FUND RESIDENCIAL FIGUEIRA;Urbana;Municipal
43210147;ESC EST IND EM KARAI ARANDU;Rural;Estadual
43212000;EMEF CELINA WESTPHALEN WEISSHEIMER;Urbana;Municipal
43212018;ESC MUN ENS FUND PEDRO VICENTE;Urbana;Municipal
43295258;EEM VIAMOPOLIS;Urbana;Privada
43168124;ESC EST ENS FUN ENGENHEIRO ALVARO LEITAO;Rural;Estadual
43168167;ESC EST ED BAS 14 DE MAIO;Urbana;Estadual
43168213;ESC MUN ENS FUN ERICO VERISSIMO;Urbana;Municipal
43168310;EMEF MARCILIO DIAS;Rural;Municipal
43168426;ESC EST ED BAS DR JOSE MARIA DE CASTRO;Urbana;Estadual
43212050;EMEF LEONEL DE MOURA BRIZOLA;Urbana;Municipal
43168485;EMEF DOZE DE MAIO;Urbana;Municipal
43111440;EMEF CECILIA MEIRELES;Urbana;Municipal
43151361;ESC EST ENS MED MARQUES DE MARICA;Urbana;Estadual
43159079;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA BUSATO;Urbana;Municipal
43168817;ESC EST ENS MED VILA MARIA;Urbana;Estadual
43144802;ESC EST ED BAS EDUARDO LOPES DA ROSA;Urbana;Estadual
43144934;EMEF PROFESSORA MARIA PEREIRA TEIXEIRA;Urbana;Municipal
43168850;EMEF MACHADO DE ASSIS;Rural;Municipal
43168906;ESC EST ED BAS PE ABILIO DE MARCOS SPONCHIADO;Urbana;Estadual
43169031;COL ESTADUAL MONSENHOR PERES;Urbana;Estadual
43061516;EMEF PROFESSOR NELSO PICCININI;Urbana;Municipal
43169112;ESC MUN ENS FUN SENADOR PINHEIRO MACHADO;Rural;Municipal
43169155;ESC EST ENS MED ERICO VERISSIMO;Urbana;Estadual
43128610;EMEF JOAQUIM ROLIM DE MOURA;Rural;Municipal
43129064;ESC EST ENS FUN SAO JOAO BATISTA;Rural;Estadual
43129072;ESC EST ENS MED NOSSA SENHORA DO PERPETUO SOCORRO;Urbana;Estadual
43180868;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VILA SCHMIDT;Urbana;Municipal
43038794;EMEF MAJOR JOAO ANTONIO MARQUES;Urbana;Municipal
43038808;EMEF MANOEL PRESTES;Urbana;Municipal
43038816;EMEF PETRONILHA MARIA ALVES DOS SANTOS;Urbana;Municipal
43038824;EMEF NAYDE EMERIM PEREIRA;Urbana;Municipal
50011774;EE MAL CASTELO BRANCO;Urbana;Estadual
50027395;EE CHICO MENDES;Urbana;Estadual
50002961;EE PROFª ROMILDA COSTA CARNEIRO;Urbana;Estadual
50003062;ESCOLA MUNICIPAL ALCINO CARNEIRO;Urbana;Municipal
50015095;COLEGIO CELQ;Urbana;Privada
50015141;EMP INDIGENA MBO EROY GUARANI KAIOWA;Rural;Municipal
50015168;EE DR FERNANDO CORREA DA COSTA;Urbana;Estadual
50015176;EE VESPASIANO MARTINS;Urbana;Estadual
50015249;EE CEL FELIPE DE BRUM;Urbana;Estadual
50015257;EE DOM AQUINO CORREA;Urbana;Estadual
50029010;EM POLO INDIGENA MBO ERENDA TUPA I NANDEVA;Rural;Municipal
50034103;ESCOLA MUNICIPAL POLO INDIGENA MBOE ERENDA YPYENDY;Rural;Municipal
50001086;EE CARLOS DRUMMOND DE ANDRADE;Urbana;Estadual
50001094;EE DEP CARLOS SOUZA MEDEIROS;Urbana;Estadual
50001108;EE ROBERTO SCAFF;Urbana;Estadual
50001116;EE MARIA CORREA DIAS;Urbana;Estadual
50001124;EE ROMALINO ALVES DE ALBRES;Urbana;Estadual
50001310;ESCOLA-POLO MUNICIPAL RURAL KM 21;Rural;Municipal
50029819;EE INDIGENA GUILHERMINA DA SILVA;Urbana;Estadual
50012550;EE PROF EZEQUIEL BALBINO;Rural;Estadual
50012975;EE MARIA JOSE;Urbana;Estadual
50019473;EE SEN FILINTO MULLER;Urbana;Estadual
50019503;EE DR JOSE MANOEL FONTANILLAS FRAGELLI;Urbana;Estadual
50019520;EE LUIS VAZ DE CAMOES;Rural;Estadual
50015281;EE ARAL MOREIRA;Urbana;Estadual
50015290;ESCOLA ESTADUAL PANTALEAO COELHO XAVIER;Urbana;Estadual
50024655;ESCOLA MUNICIPAL MBO EROY TUPA I ARANDU RENOI;Rural;Municipal
50011022;EE ERNESTO RODRIGUES;Urbana;Estadual
50011030;EE FREI VITAL DE GARIBALDI;Urbana;Estadual
50011049;EE GEORGINA DE OLIVEIRA ROCHA;Urbana;Estadual
50027689;ESCOLA RECANTO;Urbana;Privada
50032941;ESCOLA DO SESI APARECIDA DO TABOADO;Urbana;Privada
50001590;EE FELIPE ORRO;Urbana;Estadual
50001655;EE CANDIDO MARIANO;Urbana;Estadual
50001663;EE CEL JOSE ALVES RIBEIRO;Urbana;Estadual
50001671;EE PROFª MARLY RUSSO RODRIGUES;Urbana;Estadual
50001698;EE PROFª DORIS MENDES TRINDADE;Urbana;Estadual
50001701;EM ERSO GOMES;Urbana;Municipal
50001825;EE PROF ANTONIO SALUSTIO AREIAS;Urbana;Estadual
50001833;EE PROF LUIZ MONGELLI;Urbana;Estadual
50001850;INSTITUTO EDUCACIONAL FALCAO;Urbana;Privada
50001922;EM INDIGENA POLO LUTUMA DIAS;Rural;Municipal
50002023;EM ADA MOREIRA BARROS;Rural;Municipal
50002066;EM INDIGENA POLO GENERAL RONDON;Rural;Municipal
50021990;EE MAL DEODORO DA FONSECA;Urbana;Estadual
50022067;EMI POLO MARCOLINO LILI;Rural;Municipal
50022075;EM INDIGENA FRANCISCO FARIAS;Rural;Municipal
50024124;CAIC ANTONIO PACE;Urbana;Municipal
50029762;CCE - CENTRO CRISTAO DE ENSINO EI EF;Urbana;Privada
50015354;EE DR FERNANDO CORREA DA COSTA;Urbana;Estadual
50015362;EE EUFRAZIA FAGUNDES MARQUES;Rural;Estadual
50015370;EE JOAO VITORINO MARQUES;Urbana;Estadual
50004700;EE ERNESTO SOLON BORGES;Urbana;Estadual
50004719;EE JOAO RIBEIRO GUIMARAES;Urbana;Estadual
50005014;EM JOSE BONIFACIO;Rural;Municipal
50025007;ESCOLA MUNICIPAL JOSE DE ANCHIETA - POLO;Rural;Municipal
50013017;CENTRO EDUCACIONAL JUVENTUDE DO AMANHA;Urbana;Privada
50013025;EE MANOEL DA COSTA LIMA;Urbana;Estadual
50013033;EE PERI MARTINS;Urbana;Estadual
50013050;EE PROF BRAZ SINIGAGLIA;Urbana;Estadual
50013149;EE PROF LADISLAU DEAK FILHO;Rural;Estadual
50024019;EE PROF LUIZ ALBERTO ABRAHAM;Urbana;Estadual
50029983;EM - DO CAMPO PROF MARIA DA CONCEICAO;Rural;Municipal
50013181;EE BRAZ SINIGAGLIA;Urbana;Estadual
50013190;EE JAN ANTONIN BATA;Urbana;Estadual
50013890;EE CASTELO BRANCO;Urbana;Estadual
50013904;EE DR JOAQUIM MURTINHO;Urbana;Estadual
50013912;EE ESTER SILVA;Urbana;Estadual
50014048;EE PROFª VERA GUIMARAES LOUREIRO;Urbana;Estadual
50014056;INSTITUTO DE EDUCACAO DE BELA VISTA;Urbana;Privada
50024213;ESCOLA MUNICIPAL INDIGENA PIRACUA;Rural;Municipal
50029525;COLEGIO CEFRON;Urbana;Privada
50014102;EE JOAQUIM MARIO BONFIM;Urbana;Estadual
50014110;EE JOAO PEDRO PEDROSSIAN;Urbana;Estadual
50014137;EM ATAIDE SAMPAIO;Rural;Municipal
50014196;EE LUIZ DA COSTA FALCAO;Urbana;Estadual
50014200;EE BONIFACIO CAMARGO GOMES;Urbana;Estadual
50014218;EM PROFª DURVALINA DORNELLES TEIXEIRA;Urbana;Municipal
50014285;EPEPG SAGRADA FAMILIA;Urbana;Privada
50027573;ESCOLA MUNICIPAL RURAL AGUAS DO MIRANDA - POLO;Rural;Municipal
50028839;COLEGIO HONORATO JACQUES;Urbana;Privada
50011847;EE ADILSON ALVES DA SILVA;Urbana;Estadual
50011880;ESCOLA MUNICIPAL ANTONIO HENRIQUE FILHO;Urbana;Municipal
50015435;EM CANDIDO LEMES DOS SANTOS;Urbana;Municipal
50015451;EE TEN AVIADOR ANTONIO JOAO;Urbana;Estadual
50015460;EE PROFª CLEUZA APARECIDA VARGAS GALHARDO;Urbana;Estadual
50015478;EE PROF JOAQUIM ALFREDO SOARES VIANNA;Urbana;Estadual
50015486;EE ARCENIO ROJAS;Urbana;Estadual
50015567;EE PADRE JOSE DE ANCHIETA;Rural;Estadual
50015583;EE FREI JOAO DAMASCENO;Rural;Estadual
50023985;ESCOLA SAO VICENTE;Urbana;Privada
50028375;EM INDIGENA NANDEJARA-POLO;Rural;Municipal
50003097;EE CAMILO BONFIM;Urbana;Estadual
50003100;EE MIGUEL SUTIL;Urbana;Estadual
50003208;ESCOLA MUNICIPAL DR SUDALYDIO RODRIGUES MACHADO;Urbana;Municipal
50003240;ESCOLA MUNICIPAL EURICO GASPAR DUTRA;Urbana;Municipal
50003399;COLEGIO MONTEIRO LOBATO;Urbana;Privada
50022040;EE JOAQUIM MALAQUIAS DA SILVA;Rural;Estadual
50005049;ATIVA IDADE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;Urbana;Privada
50005120;COLEGIO IMPACTO CENTRO DE ENSINO LTDA - ME;Urbana;Privada
50005154;CEDAE - C ESP NO DESENV E ACOMP ESCOLAR;Urbana;Privada
50005200;COLEGIO TICTAC E INSTITUTO PENRABEL;Urbana;Privada
50005316;ESCOLA CARROSSEL NOVO ESTILO;Urbana;Privada
50005405;COLEGIO ALEXANDER FLEMING;Urbana;Privada
50005499;COLEGIO MILITAR DE CAMPO GRANDE;Urbana;Federal
50005618;COLEGIO ADVENTISTA JARDIM DOS ESTADOS;Urbana;Privada
50005626;COLEGIO ADVENTISTA CAMPO-GRANDENSE;Urbana;Privada
50005723;EE ADVOGADO DEMOSTHENES MARTINS;Urbana;Estadual
50005731;EE ARACY EUDOCIAK;Urbana;Estadual
50005740;EE ELVIRA MATHIAS DE OLIVEIRA;Urbana;Estadual
50005758;EE JOAO CARLOS FLORES;Urbana;Estadual
50005766;EE JOSE FERREIRA BARBOSA;Urbana;Estadual
50005774;EE LUISA VIDAL BORGES DANIEL;Urbana;Estadual
50005782;EE MARCAL DE SOUZA TUPA-Y;Urbana;Estadual
50005804;EE PADRE FRANCO DELPIANO;Urbana;Estadual
50005812;EE PROFª ADA TEIXEIRA DOS SANTOS PEREIRA;Urbana;Estadual
50005820;EE PROF CARLOS HENRIQUE SCHRADER;Urbana;Estadual
50005847;EE PROFª HILDA DE SOUZA FERREIRA;Urbana;Estadual
50005855;EE PROFª JOELINA DE ALMEIDA XAVIER;Urbana;Estadual
50005863;EE PROFª THEREZA NORONHA DE CARVALHO;Urbana;Estadual
50005871;EE PROFª ELIA FRANCA CARDOSO;Urbana;Estadual
50005880;EE PROF HENRIQUE CIRYLLO CORREA;Urbana;Estadual
50005910;EE ARLINDO DE ANDRADE GOMES;Urbana;Estadual
50005928;EE BLANCHE DOS SANTOS PEREIRA;Urbana;Estadual
50005936;EE DOLOR FERREIRA DE ANDRADE;Urbana;Estadual
50005952;EE DR ARTHUR DE VASCONCELLOS DIAS;Urbana;Estadual
50005987;EE JOSE MAMEDE DE AQUINO;Urbana;Estadual
50006002;ESCOLA ESTADUAL LINO VILLACHA;Urbana;Estadual
50006029;EE MAESTRO FREDERICO LIEBERMANN;Urbana;Estadual
50006037;EE MAESTRO HEITOR VILLA LOBOS;Urbana;Estadual
50006045;EE MARIA ELIZA BOCAYUVA CORREA DA COSTA;Urbana;Estadual
50006061;EE PADRE MARIO BLANDINO;Urbana;Estadual
50006070;EE PROFª IZAURA HIGA;Urbana;Estadual
50006088;EE PROFª ALICE NUNES ZAMPIERE;Urbana;Estadual
50006118;EE PROFª MARIA DE LOURDES TOLEDO AREIAS;Urbana;Estadual
50006177;ESCOLA ESTADUAL PROF SILVIO OLIVEIRA DOS SANTOS;Urbana;Estadual
50006185;EE PROF ULISSES SERRA;Urbana;Estadual
50006207;EE PROFª BRASILINA FERRAZ MANTERO;Urbana;Estadual
50006215;EE RUI BARBOSA;Urbana;Estadual
50006223;EE SEBASTIAO SANTANA DE OLIVEIRA;Urbana;Estadual
50006231;EE TEOTONIO VILELA;Urbana;Estadual
50006274;EE CORACAO DE MARIA;Urbana;Estadual
50006282;EE GAL MALAN;Urbana;Estadual
50006312;EE ORCIRIO THIAGO DE OLIVEIRA;Urbana;Estadual
50006320;EE PROFª FAUSTA GARCIA BUENO;Urbana;Estadual
50006339;EE SAO FRANCISCO;Urbana;Estadual
50006347;EE SAO JOSE;Urbana;Estadual
50006355;EE 11 DE OUTUBRO;Urbana;Estadual
50006363;EE 26 DE AGOSTO;Urbana;Estadual
50006371;EE ADVENTOR DIVINO DE ALMEIDA;Urbana;Estadual
50006380;EE AMANDO DE OLIVEIRA;Urbana;Estadual
50006398;EE ARLINDO DE SAMPAIO JORGE;Urbana;Estadual
50006410;EE JOAQUIM MURTINHO;Urbana;Estadual
50006452;EE OLINDA CONCEICAO TEIXEIRA BACHA;Urbana;Estadual
50006460;EE PADRE JOSE SCAMPINI;Urbana;Estadual
50006509;EE HERCULES MAYMONE;Urbana;Estadual
50006525;EM CARLOS VILHALVA CRISTALDO;Urbana;Municipal
50006550;EM DR TERTULIANO MEIRELLES;Urbana;Municipal
50006568;EM ETALIVIO PEREIRA MARTINS;Urbana;Municipal
50006576;EM IMACULADA CONCEICAO;Urbana;Municipal
50006592;EM JOAO NEPOMUCENO;Urbana;Municipal
50006606;EM JOSE DORILEO DE PINA;Urbana;Municipal
